account_value,datadate,daily_return,Date
1000000.0,20160104,,2016-01-04
999493.4725593792,20160105,-0.000506527440620852,2016-01-05
997417.4114909379,20160106,-0.0020771131832658662,2016-01-06
991934.2339717321,20160107,-0.005497374976650593,2016-01-07
990235.1428703282,20160108,-0.0017129070085631914,2016-01-08
990980.3574305866,20160111,0.0007525632327067822,2016-01-11
992911.2594090318,20160112,0.0019484765403945392,2016-01-12
983984.45514627,20160113,-0.008990535839099034,2016-01-13
987350.277029651,20160114,0.00342060473189143,2016-01-14
977157.6208523888,20160115,-0.010323242332929583,2016-01-15
977913.9072178276,20160119,0.0007739655806799917,2016-01-19
972497.5073040792,20160120,-0.005538728791738001,2016-01-20
973863.8933851494,20160121,0.001405027849231244,2016-01-21
983440.4263875027,20160122,0.009833543544843115,2016-01-22
973420.1183673324,20160125,-0.010189034080059334,2016-01-25
985147.5491743485,20160126,0.01204765607956193,2016-01-26
978732.2080430009,20160127,-0.00651206120009562,2016-01-27
987018.3194351894,20160128,0.008466168093882231,2016-01-28
1008830.0854220444,20160129,0.022098643517920236,2016-01-29
1005960.679306262,20160201,-0.0028442907851840005,2016-02-01
987439.6607230228,20160202,-0.018411274878071704,2016-02-02
992477.6833390392,20160203,0.00510210680855927,2016-02-03
998230.4152724241,20160204,0.005796333791638242,2016-02-04
985618.8304086622,20160205,-0.012633941694032758,2016-02-05
970614.9953675035,20160208,-0.015222756077963528,2016-02-08
971501.320631931,20160209,0.0009131584290966721,2016-02-09
967131.8853258112,20160210,-0.004497611288142744,2016-02-10
949781.6963807913,20160211,-0.01793983758396611,2016-02-11
971099.4947706752,20160212,0.02244494547654141,2016-02-12
987366.595446998,20160216,0.016751219379600446,2016-02-16
1003143.6446759778,20160217,0.015978917356260336,2016-02-17
996420.63110476,20160218,-0.006701945037382306,2016-02-18
996001.527636438,20160219,-0.0004206089830328663,2016-02-19
1011426.7510145092,20160222,0.015487148312589571,2016-02-22
1001442.1938893115,20160223,-0.009871755038298846,2016-02-23
1003906.4869352019,20160224,0.0024607441756769877,2016-02-24
1015569.581441205,20160225,0.011617710073384524,2016-02-25
1013466.3719855656,20160226,-0.0020709653913173476,2016-02-26
1004514.9107451455,20160229,-0.008832519250621562,2016-02-29
1027355.1077109594,20160301,0.022737539006634666,2016-03-01
1027877.7613120085,20160302,0.0005087370444027961,2016-03-02
1032659.0377776795,20160303,0.004651600263797961,2016-03-03
1036130.6092260005,20160304,0.0033617789815618693,2016-03-04
1037439.0138645957,20160307,0.0012627796408528624,2016-03-07
1030227.0799056456,20160308,-0.006951670278992794,2016-03-08
1029811.557549726,20160309,-0.00040333084232035965,2016-03-09
1031950.6069370012,20160310,0.0020771269962873706,2016-03-10
1048274.6617101324,20160311,0.015818639635848175,2016-03-11
1048830.8698534614,20160314,0.00053059390219512,2016-03-14
1050318.2303360777,20160315,0.0014181128009935762,2016-03-15
1053205.606931625,20160316,0.0027490492996806726,2016-03-16
1058230.307036195,20160317,0.004770863420684668,2016-03-17
1067718.756868395,20160318,0.008966337260529311,2016-03-18
1069181.3526028395,20160321,0.0013698323880102503,2016-03-21
1068775.6763378954,20160322,-0.00037942699239601474,2016-03-22
1067144.2368106085,20160323,-0.0015264564523744806,2016-03-23
1065747.7829633395,20160324,-0.0013085895974499495,2016-03-24
1066188.103667815,20160328,0.00041315657561225017,2016-03-28
1074168.0809882777,20160329,0.007484586718807584,2016-03-29
1078817.4173858254,20160330,0.004328313678125806,2016-03-30
1075518.3600503404,20160331,-0.003058031212991752,2016-03-31
1083306.3945740443,20160401,0.007241191608611253,2016-04-01
1080239.455476577,20160404,-0.0028310911048146092,2016-04-04
1080239.455476577,20160405,0.0,2016-04-05
1076984.4513983591,20160406,-0.003013224578787277,2016-04-06
1063694.0215329377,20160407,-0.01234041015927867,2016-04-07
1063184.4137857363,20160408,-0.0004790924240289929,2016-04-08
1062656.0945856394,20160411,-0.0004969215060401933,2016-04-11
1073258.6275939315,20160412,0.009977388792397957,2016-04-12
1083095.1823112082,20160413,0.009165129880510436,2016-04-13
1084125.688192568,20160414,0.0009514453560404146,2016-04-14
1080232.6223481756,20160415,-0.0035909727873737474,2016-04-15
1087013.4854544776,20160418,0.006277224892136557,2016-04-18
1093114.4023172215,20160419,0.005612549378992471,2016-04-19
1096839.7460583977,20160420,0.0034080090183417067,2016-04-20
1091983.792202468,20160421,-0.004427222730923108,2016-04-21
1090399.0500750274,20160422,-0.0014512505943373721,2016-04-22
1088730.975464893,20160425,-0.0015297836237289086,2016-04-25
1089676.2649303938,20160426,0.0008682488941742506,2016-04-26
1089648.6018892115,20160427,-2.5386476766198207e-05,2016-04-27
1076110.699496323,20160428,-0.012424099264126687,2016-04-28
1071370.9695891938,20160429,-0.004404500307772841,2016-04-29
1079360.044810367,20160502,0.00745687110062021,2016-05-02
1070048.2360101785,20160503,-0.008627157216871573,2016-05-03
1065459.3015194777,20160504,-0.004288530494486076,2016-05-04
1065960.1982273015,20160505,0.0004701227978483047,2016-05-05
1070141.4207135274,20160506,0.003922494004165777,2016-05-06
1067831.0987862789,20160509,-0.002158894032629921,2016-05-09
1081653.9776974982,20160510,0.012944817702847056,2016-05-10
1068868.4457068732,20160511,-0.011820353139033735,2016-05-11
1068676.945120129,20160512,-0.0001791619796742694,2016-05-12
1056016.5027675268,20160513,-0.011846837728102355,2016-05-13
1066559.6128872542,20160516,0.00998384977137845,2016-05-16
1054804.8123914918,20160517,-0.011021231587741487,2016-05-17
1058249.5296248288,20160518,0.0032657390190768965,2016-05-18
