account_value,datadate,daily_return,Date
1000000.0,20160104,,2016-01-04
999535.4773453666,20160105,-0.0004645226546333703,2016-01-05
996647.753272142,20160106,-0.002889066109883376,2016-01-06
990879.0222230008,20160107,-0.005788134303420289,2016-01-07
987512.0220520336,20160108,-0.0033979931913519223,2016-01-08
988668.7790754648,20160111,0.0011713852566852534,2016-01-11
991514.5669342113,20160112,0.0028784036868318985,2016-01-12
980849.5516297184,20160113,-0.010756287058363068,2016-01-13
988207.4790557196,20160114,0.007501586164540441,2016-01-14
971687.8235783057,20160115,-0.016716788556588535,2016-01-15
970172.6276770348,20160119,-0.0015593443331326506,2016-01-19
952276.0112051324,20160120,-0.018446837151810613,2016-01-20
959445.4753421196,20160121,0.007528766925372965,2016-01-21
974322.3500334324,20160122,0.01550570102590565,2016-01-22
960554.3622688559,20160125,-0.014130834383614399,2016-01-25
974391.7336178608,20160126,0.014405609815066223,2016-01-26
957809.0822102096,20160127,-0.01701846478734048,2016-01-27
964361.0733480016,20160128,0.006840602432661047,2016-01-28
987358.0802164455,20160129,0.023846884226262466,2016-01-29
986876.4000295,20160201,-0.00048784751611075095,2016-02-01
975683.04393731,20160202,-0.01134220667538044,2016-02-02
988482.6020629016,20160203,0.01311856161191427,2016-02-03
995464.9338458179,20160204,0.0070636870778955085,2016-02-04
983511.7725428563,20160205,-0.012007616638772478,2016-02-05
965866.850495818,20160208,-0.017940732932375192,2016-02-08
965902.3679673572,20160209,3.677263747170478e-05,2016-02-09
952051.6190385844,20160210,-0.01433969869845153,2016-02-10
942387.9482847592,20160211,-0.010150364287583424,2016-02-11
963429.9907519658,20160212,0.022328429077966394,2016-02-12
980386.4997542402,20160216,0.017600146523401916,2016-02-16
1000136.3248368892,20160217,0.020144937825643083,2016-02-17
998260.3567187131,20160218,-0.0018757124119874735,2016-02-18
996583.8563521404,20160219,-0.0016794219617047856,2016-02-19
1008745.948170848,20160222,0.012203781690007798,2016-02-22
995812.1595943164,20160223,-0.01282165108071498,2016-02-23
1000057.354959664,20160224,0.004263048331401231,2016-02-24
1010664.4722835908,20160225,0.010606508988031615,2016-02-25
1006927.7917544808,20160226,-0.003697251295147419,2016-02-26
1002715.6890014651,20160229,-0.0041831229483462185,2016-02-29
1026892.8220525237,20160301,0.02411165329938636,2016-03-01
1027395.9269125492,20160302,0.0004899292791042953,2016-03-02
1035310.3012918156,20160303,0.0077033343932459974,2016-03-03
1037834.5293449784,20160304,0.0024381367112962238,2016-03-04
1041153.8866128864,20160307,0.003198349230106201,2016-03-07
1031457.0178412129,20160308,-0.009313578805549727,2016-03-08
1034107.2133316464,20160309,0.002569370748943367,2016-03-09
1034188.902573924,20160310,7.899494484187031e-05,2016-03-10
1049246.8382908816,20160311,0.014560140492206886,2016-03-11
1049523.9698476205,20160314,0.0002641242714538361,2016-03-14
1048334.5256365263,20160315,-0.001133317813853174,2016-03-15
1052544.5878513916,20160316,0.004015953030173325,2016-03-16
1063969.447887731,20160317,0.010854514068293852,2016-03-17
1066814.9818058363,20160318,0.0026744507784075555,2016-03-18
1065687.8046838215,20160321,-0.0010565816390268878,2016-03-21
1061487.1897121996,20160322,-0.0039416937616811865,2016-03-22
1055703.6584416279,20160323,-0.005448517256378627,2016-03-23
1058565.8503510284,20160324,0.0027111698311490517,2016-03-24
1061556.0064405769,20160328,0.0028247237416141324,2016-03-28
1070159.2931123124,20160329,0.008104411467259931,2016-03-29
1077538.6921653957,20160330,0.006895608065619729,2016-03-30
1076649.6610597358,20160331,-0.0008250572458546879,2016-03-31
1084819.971009523,20160401,0.007588643033375586,2016-04-01
1081001.4652739307,20160404,-0.003519944172892364,2016-04-04
1081001.4652739307,20160405,0.0,2016-04-05
1075785.930507431,20160406,-0.004824724974057282,2016-04-06
1060987.283139836,20160407,-0.01375612651916236,2016-04-07
1063843.9020331998,20160408,0.0026924157704417695,2016-04-08
1062357.2604006121,20160411,-0.001397424593726937,2016-04-11
