update,pg_mix_loss,pg_ex_loss
385,-40.85779,-0.2582098
386,-22.282072,-0.6804678
387,-70.277504,0.53302497
388,-45.115,-0.027405402
389,-3.8783813,-1.1103526
390,-81.61632,1.126305
391,61.92741,-1.9726915
392,-97.5569,1.7903252
393,-179.87958,4.642892
394,27.914722,-1.326853
395,-172.37747,3.5511315
396,108.74361,-3.0189567
397,-54.74354,1.1173637
398,51.73283,-1.4056157
399,11.934186,-0.9733902
400,12.021032,-1.3417107
401,0.92239606,-1.0614772
402,-36.033363,-0.18679145
403,-25.569708,-0.4024908
404,106.61598,-3.9179883
405,-63.72355,1.5646772
406,-13.089786,0.54914415
407,-163.86388,2.7881792
408,168.91623,-2.932391
409,-177.84079,3.4435525
410,-124.78048,1.8958594
411,39.524914,-0.8765987
412,65.390976,-2.6709561
413,112.53676,-2.0938814
414,-143.20187,2.8167744
415,-126.331215,2.9022157
416,207.24077,-5.2610683
417,-67.43839,2.5938883
418,141.01028,-2.9743266
419,-3.6404128,0.08587388
420,-65.84486,0.4086767
421,-125.08943,2.422441
422,-115.60034,1.91209
423,51.910553,-1.4400021
424,129.3472,-3.191366
425,65.29351,-1.9633087
426,68.238235,-2.3130014
427,-29.424198,-0.25722814
428,-94.56355,1.1302534
429,10.541335,-1.4623996
430,53.28172,-1.9495815
431,20.890339,-1.0116173
432,-8.155261,0.40477315
433,90.940384,-2.049201
434,-118.573654,1.5665338
435,-17.315975,-0.062502846
436,-59.57777,0.9401633
437,-9.777774,-0.5393031
438,22.867292,-1.0669342
439,-31.950113,-0.21793115
440,-14.695089,-0.60081375
441,63.782257,-1.4129102
442,75.15891,-2.5009806
443,-38.407784,0.41559285
444,-1.0497968,-0.4931132
445,41.237137,-1.0985271
446,-1.5379921,-0.8090345
447,-18.511938,-0.32529557
448,-72.733604,0.48480135
449,-46.02601,-0.9594676
450,-86.89975,1.532043
451,0.649773,0.8325609
452,41.586517,-1.9635477
453,39.262703,-2.1112556
454,1.2781576,0.6471812
455,5.646852,-2.172948
456,57.651367,-1.3039267
457,35.58599,-1.6991625
458,-61.871895,0.5507106
459,-105.72433,0.5485147
460,-75.707825,0.7443625
461,141.59058,-2.7343373
462,-173.62146,2.7749944
463,-21.169926,-0.4991843
464,60.48131,-2.6685925
465,-3.6027565,-1.2952331
466,78.74954,-3.2499847
467,-83.348885,2.1246476
468,37.153755,-1.4858342
469,-193.45747,3.4979732
470,-175.49568,2.0424545
471,-337.85654,7.878576
472,82.56307,-3.1609967
473,146.93654,-3.5659778
474,85.28279,-2.5904365
475,-59.251457,0.38113195
476,137.65112,-4.110999
477,-444.27106,8.878626
478,94.526665,-2.2715912
479,70.333176,-2.87873
480,34.986317,-2.1000824
481,-9.807343,-0.92712915
482,163.5,-5.304044
483,-31.058481,-0.6774356
484,-109.70349,1.3720695
485,-213.47653,3.7796478
486,-230.92204,4.149161
487,140.10172,-4.8464494
488,1.892038,-0.975362
489,-73.521065,0.6819712
490,151.98326,-4.2443857
491,81.79942,-3.3185928
492,-10.760197,-0.58628833
493,18.75793,-1.3745842
494,0.4646408,-0.6904749
495,-35.344856,0.3023645
496,33.544098,-1.0470088
497,-67.82041,0.82032454
498,41.05786,-1.3172572
499,0.17269635,0.010800803
500,15.333548,-0.95730436
501,26.581135,-1.6692054
502,-167.39389,2.8407567
503,-39.792336,-0.032924533
504,-100.21629,1.3938262
505,-64.83381,1.2746279
506,-18.190765,-0.34082565
507,47.84649,-2.4667625
508,-126.83749,2.543694
509,-59.94506,0.98565245
510,-165.74892,2.8637917
511,-41.714214,-0.028224135
512,-171.61992,2.415379
513,13.51121,-1.2634991
514,25.199673,-2.3178844
515,-166.04063,2.6960585
516,112.488525,-3.1028602
517,-89.225685,1.1837811
518,59.72639,-1.3946383
519,-143.28304,2.0077453
520,80.806015,-2.2834535
521,64.51271,-2.1975553
522,-44.641106,-0.3265131
523,-12.593958,-0.3191164
524,-5.9479055,0.41072434
525,-26.080826,-0.34353283
526,-2.3908281,-0.9579754
527,25.141768,-0.14395863
528,-113.97813,1.614247
529,-11.242361,0.10516913
530,-161.39285,3.3246574
531,98.02808,-3.5244415
532,-164.54218,2.476028
533,-63.929695,1.6031218
534,-168.4324,3.1467268
535,-132.79861,1.7082078
536,66.05557,-2.9861116
537,-62.488605,0.41925964
538,20.602661,-1.5420344
539,11.31088,-1.1684576
540,-88.72411,1.2330866
541,111.84568,-4.2626567
542,6.112723,0.16006438
543,24.040503,-1.0689394
544,72.188705,0.20892589
545,-26.409855,1.1457664
546,11.957439,-0.8458929
547,-48.16027,0.3392807
548,-39.358418,-0.31129932
549,-16.64455,-1.1687521
550,40.676224,-2.1050286
551,50.150227,-1.7257087
552,31.393808,-1.2502009
553,-25.539692,0.07971467
554,-25.224781,0.45526233
555,-174.35211,1.7770107
556,51.03768,-2.0165603
557,131.03278,-1.380683
558,96.74468,-3.0764616
559,44.640923,-0.87615186
560,48.807884,-1.9974144
561,78.632164,-0.6635399
562,-58.528778,1.1531483
563,7.681514,-0.14583936
564,126.03843,-3.1841233
565,-125.13457,4.0233645
566,-8.582426,-1.376209
567,105.28235,-2.096726
568,-20.455097,-0.37974963
569,-54.714607,0.4998951
570,-56.173058,-0.57087666
571,-79.325066,0.59121865
572,-65.64546,0.7461232
573,-136.47758,2.6833022
574,-29.779749,0.5571467
575,42.748215,-1.085255
576,49.384815,-2.8483243
577,114.102554,-3.5339704
578,-90.64632,1.1353362
579,-179.18486,2.2055256
580,76.16449,-1.9958515
581,65.04752,-2.8541493
582,63.82035,-1.1818266
583,-39.469112,-0.5255686
584,-51.74053,-0.20539078
585,46.302574,-1.3006322
586,16.711597,-0.6966368
587,-0.25054005,-0.46275252
588,-2.428894,-0.2819779
589,-83.77033,2.3823018
590,157.17264,-4.5099525
591,18.794119,0.012691831
592,-43.648155,-0.075400434
593,-87.635544,0.91297376
594,7.005484,-1.4194565
595,-159.94846,2.7170053
596,-152.51144,2.6553257
597,75.8049,-3.1145139
598,3.8482304,-0.7230267
599,37.56496,-2.3039634
600,50.07455,-2.1500506
601,-192.74318,3.1237302
602,46.052895,-1.5428385
603,-88.22361,1.6225477
604,48.669178,-1.9054902
605,-145.26454,2.99728
606,112.69031,-4.202606
607,-74.09142,0.73911875
608,4.8450003,-0.591671
609,-27.11842,-0.9249052
610,-102.030045,1.1500733
611,43.350357,-1.4317733
612,36.108894,-2.0027158
613,78.18803,-2.351848
614,-55.891956,0.99389714
615,63.24232,-2.1016293
616,-80.13749,1.9896886
617,-80.39104,1.387173
618,29.839697,-1.6706893
619,55.73397,-1.3461115
620,-113.43529,2.6232638
621,-203.1681,3.3431365
622,4.340275,-0.9718776
623,94.74877,-2.8756156
624,39.81,-0.51774514
625,-16.069096,-0.06459346
626,-90.807396,1.9317642
627,41.27507,-1.593687
628,-20.942295,-0.023060346
629,-241.7197,4.807267
630,26.956387,-1.8677982
631,-259.9899,6.0386386
632,89.97317,-3.6497834
633,74.7937,-2.852324
634,45.113033,-2.1401937
635,12.168982,-2.315896
636,-2.415456,-2.1848857
637,-36.08096,-1.0368776
638,-9.547594,-0.85426617
639,-228.27092,3.9730926
640,265.03662,-6.8226686
641,145.68712,-2.2789054
642,-324.871,6.262908
643,-30.977,-0.50511754
644,69.81682,-1.1885169
645,-76.1459,2.3067474
646,242.66988,-8.135796
647,96.830826,-2.234369
648,77.32568,-0.80853957
649,-48.02613,-0.22176251
650,-57.548958,0.6566115
651,-189.48097,2.7807364
652,149.53658,-3.1926665
653,-214.23161,3.0271869
654,-72.44461,0.537538
655,21.070513,-1.6506193
656,77.70943,-1.7021643
657,-6.841521,-0.6108975
658,-100.800865,1.8795074
659,-82.99154,0.6908425
660,5.2731247,-1.3287071
661,-33.266205,-0.15211448
662,-71.62675,0.37503228
663,-128.54471,1.9182501
664,-24.352234,-0.525798
665,4.713357,-0.26714507
666,-74.034256,1.3603442
667,-57.365032,-0.1289823
668,186.77818,-5.789864
669,-110.29582,2.3502324
670,-356.2395,6.1683345
671,-77.33276,0.6718803
672,85.59672,-3.929245
673,-44.664894,1.2027371
674,-729.89404,15.264893
675,238.97124,-7.067843
676,154.30948,-4.9287996
677,124.26603,-3.1384723
678,-157.80582,3.0259328
679,-155.91702,2.5770526
680,4.464293,-0.19074199
681,-59.847424,0.29069772
682,-46.317528,-0.06802012
683,-23.038128,-0.5554588
684,-71.0802,0.3055745
685,-74.35737,0.5222443
686,-90.59436,0.8159609
687,-97.29402,0.8097749
688,-116.44637,1.5573138
689,76.8665,-3.4176774
690,-37.986076,-0.2401444
691,58.498108,-2.9626365
692,38.938713,-2.3644357
693,10.325202,-1.5144027
694,-23.40595,-0.5662096
695,11.006633,-1.4485424
696,1.7095667,-1.2858895
697,47.705822,-2.6358504
698,-92.135574,0.92521584
699,-95.81831,1.1598189
700,97.46538,-3.7484543
701,-2.6609197,-1.1192316
702,-121.910355,1.5982319
703,-151.73882,2.136581
704,25.884007,-1.9225919
705,-171.47493,2.2990937
706,48.01666,-2.5129628
707,78.043785,-3.6242585
708,-7.526166,-1.1567843
709,29.56167,-2.1852689
710,-86.6208,0.7633635
711,-97.38931,1.0087793
712,62.685253,-3.0228243
713,-146.15881,2.3402581
714,151.18918,-3.7266438
715,48.679535,-2.3194985
716,-6.672902,0.64238805
717,-12.77364,-0.4325315
718,60.656605,-1.4870507
719,129.89651,-2.965357
720,-73.428696,1.1484189
721,-125.2574,2.2248821
722,-2.4110413,-0.46081513
723,51.12966,-2.3697495
724,104.65829,-2.6036932
725,-1.4995426,-0.703774
726,-35.787148,0.011201525
727,57.23927,-1.6295646
728,-77.66397,1.4917823
729,20.254395,-1.3737338
730,94.75689,-1.3702443
731,58.330482,-1.213865
732,26.438528,-1.4250433
733,-130.70381,2.7689896
734,108.5369,-1.8166077
735,-4.068843,0.29207557
736,119.87234,-2.6491392
737,28.651093,-0.66367185
738,9.623937,-0.657303
739,69.210594,-2.233529
740,27.827717,-0.22004202
741,-6.803015,-0.36400056
742,50.52728,-0.17644586
743,-30.752522,1.255786
744,105.74172,-2.2214887
745,-1.1035662,-0.8974293
746,74.74506,-1.3413488
747,-316.02582,5.129685
748,91.94859,-2.7058706
749,-293.28705,7.107938
750,138.3251,-3.005261
751,-90.37095,3.2503886
752,87.50551,-3.6037345
753,34.19993,-2.0108027
754,-91.88219,0.99265033
755,-100.37465,2.8307214
756,142.01685,-3.8097599
757,-36.039,0.91771734
758,137.3641,-4.0706425
759,95.141884,-3.0011516
760,22.788807,-0.4896922
761,-90.67347,2.2715032
762,-65.05675,1.7362388
763,-117.62071,1.3527828
764,40.78953,-2.5751216
765,67.69248,-1.8435873
766,48.21937,-1.5536807
767,3.396426,-1.134458
768,112.43915,-3.3065586
769,35.363865,-1.0267856
770,-101.87206,1.288431
771,-3.989486,-0.6599229
772,-42.122826,-0.09976564
773,-33.376457,-0.31549454
774,-152.80022,2.4957566
775,-53.096703,0.4033289
776,74.173874,-2.312331
777,1.8311571,-0.21751502
778,17.002895,0.28608355
779,32.60195,-0.77660334
780,19.15761,-0.5856308
781,8.3261795,-1.623259
782,99.408134,-2.0623167
783,82.42197,-1.5343798
784,-83.19063,2.542825
785,86.747604,-2.1695652
786,1.5682255,-1.4673383
787,48.653614,-0.7089807
788,-52.515343,-0.5659439
789,-78.465126,0.7041407
790,-107.85777,1.288417
791,73.89728,-3.414843
792,-14.666124,-0.6877012
793,-7.0167437,-0.7886107
794,20.091581,-0.8108141
795,-73.55437,2.1541283
796,143.01682,-3.383081
797,52.404236,-1.0405334
798,-15.102781,-0.71980524
799,-65.67729,1.684562
800,-150.41196,1.8511956
801,-77.57551,1.8385336
802,-77.14087,1.3508561
803,-73.25542,0.8110279
804,-25.623127,-0.29407793
805,49.59573,-1.8846781
806,191.2998,-4.486277
807,-56.38388,1.6485016
808,54.648163,-2.4761329
809,-98.38249,2.136847
810,-349.77618,6.8585434
811,35.356884,-2.1501136
812,-142.1632,3.7797463
813,24.462158,-0.3443149
814,6.791742,-0.2384193
815,-105.369286,2.5018215
816,144.39597,-4.107957
817,-162.55124,2.7967215
818,-94.806816,2.4002182
819,101.77037,-2.0516217
820,101.17119,-2.9601274
821,146.26181,-5.1370373
822,82.711586,-2.324366
823,23.315619,-0.3952611
824,52.05675,-1.6508713
825,-61.511497,2.3030496
826,68.39529,-2.0861115
827,164.75688,-4.9977193
828,30.977789,0.62679833
829,-91.590866,1.589782
830,56.44787,-2.7710733
831,97.5024,-2.4210923
832,57.604687,-0.9704987
833,108.528275,-0.53605306
834,-27.756134,-0.0513407
835,-11.44408,-0.37159008
836,31.197353,-1.012185
837,63.721367,-1.0529191
838,44.436455,-0.9704442
839,-6.6639466,0.020224322
840,21.006489,-0.598012
841,121.876755,-2.211721
842,-15.825975,0.42526656
843,-8.308492,-0.0011432171
844,-113.318985,2.2728631
845,109.387344,-1.165646
846,20.615612,-0.26117975
847,17.749937,-1.4072645
848,-126.99547,2.3543181
849,-75.10133,0.8358663
850,-10.142939,0.5197052
851,59.916542,-1.9083998
852,-59.895958,2.065248
853,98.09026,-2.9821854
854,47.00536,-2.5337276
855,-77.31115,1.7787625
856,142.92361,-4.060917
857,-52.874855,3.0570335
858,131.18071,-3.5251331
859,-88.3478,1.1000543
860,15.569326,-1.0498894
861,62.567993,-0.3651798
862,54.65499,-1.132954
863,64.230995,-0.46211678
864,30.078308,-0.6083189
865,111.01294,-3.0688999
866,138.64987,-5.5870943
867,49.314594,0.09347029
868,37.652008,0.18772995
869,100.14498,-2.788758
870,-87.78079,1.8176768
871,103.47618,-4.4431505
872,-131.30902,2.326631
873,22.360273,-0.16355267
874,-84.31584,1.7705408
875,151.00876,-4.0509787
876,53.963177,-1.1006056
877,-15.802504,0.17609437
878,67.53874,-1.6343578
879,127.67812,-2.4048367
880,-77.42279,1.20315
881,114.37056,-4.0529604
882,55.631157,-0.37436575
883,78.56854,-2.7794275
884,42.384064,-1.1697396
885,36.613457,-1.1913043
886,67.55852,-2.6382108
887,7.4396935,-0.3964412
888,-154.5635,2.8077888
889,40.59521,-2.3890584
890,149.28793,-4.2819657
891,-7.430964,1.1246053
892,-19.992306,0.8159472
893,3.443779,-0.088492036
894,14.05604,-1.3614405
895,-7.11197,0.75433344
896,80.81976,-2.2457721
897,40.758865,-2.5649555
898,163.0786,-3.0239587
899,95.66461,-0.7507181
900,-11.037067,0.116504766
901,-3.7418976,1.0150396
902,-167.67014,2.28601
903,-82.04985,0.68888706
904,-32.27727,0.45146495
905,2.1350646,-2.3480036
906,41.989365,-2.4598594
907,156.07614,-8.048689
908,53.976265,-3.3379185
909,22.231035,0.060149588
910,90.462776,-1.460871
911,-30.23708,0.54307187
912,-156.75163,4.1462154
913,-34.927944,0.59610814
914,33.626263,-0.29803735
915,16.207928,-1.692404
916,138.0578,-4.782921
917,13.064722,0.073838666
918,-76.32643,0.68867815
919,-52.454338,1.7088864
920,112.9221,-6.781816
921,42.856655,-2.9051967
922,19.327696,-2.4495416
923,26.595068,-0.067977645
924,74.933464,-1.4483024
925,40.676723,-1.8761978
926,85.744385,-3.5330796
927,-61.181873,1.0284463
928,66.88385,-1.4647707
929,-0.24701233,0.17160806
930,116.473,-5.1109314
931,50.346275,-3.689589
932,6.1070175,0.90357906
933,18.038654,-2.1207924
934,-181.43097,4.648923
935,-54.290607,0.11174826
936,-35.06893,-0.5461658
937,96.494446,-3.9700935
938,-12.859555,-0.59886396
939,64.392044,-2.4561198
940,18.39363,-1.7711565
941,-196.6768,3.7763371
942,60.325287,-3.7869473
943,-1.044191,-0.09940515
944,-37.5844,0.17578366
945,-158.79605,2.7396405
946,56.0701,-5.326988
947,24.16681,-0.9354742
948,0.6048974,-1.3554888
949,88.45526,-1.5782238
950,-42.54668,0.4552354
951,90.86942,-0.37409586
952,-0.9237057,-2.048093
953,57.64303,-2.371387
954,-93.33766,2.011496
955,-120.72233,0.13128257
956,42.18697,-1.0840648
957,-51.561848,0.051217653
958,31.80065,-4.498617
959,-86.09986,0.34391254
960,-130.5439,2.0721881
961,-117.04834,0.7217999
962,73.725266,-2.182763
963,92.426704,-4.4692445
964,41.5559,2.0286856
965,-36.75463,-0.1688838
966,-70.96499,0.40776366
967,100.47924,-0.3215835
968,-126.90688,1.303633
969,-145.86803,1.6675084
970,-135.0284,3.1181257
971,-171.06606,3.276532
972,236.27063,-10.456831
973,178.48459,-5.7253103
974,103.2797,-0.7021705
975,84.429214,-2.8147697
976,58.46562,-2.0495973
977,-112.02096,2.4852257
978,42.260395,-1.0909811
979,-322.5102,7.550952
980,239.94638,-8.713885
981,9.741424,0.5280824
982,-235.39865,5.730359
983,29.251476,-0.8721382
984,71.55554,-3.7888088
985,-250.81348,2.1556597
986,197.38779,-8.622193
987,59.51646,-0.5395629
988,64.851265,-1.5669343
989,30.273737,-1.6611011
990,-15.472885,-0.6051833
991,84.07295,-4.054683
992,40.82923,-3.8249621
993,-134.5842,3.016723
