update,pg_mix_loss,pg_ex_loss
3636,49.74388,-1.9196062
3637,-6.083415,-0.94290066
3638,-12.656582,-0.27482578
3639,-55.333942,0.5145696
3640,90.93367,-3.3648121
3641,89.201,-1.9637321
3642,-70.74618,1.0914184
3643,-73.37268,0.62706804
3644,-32.144768,-0.02745555
3645,38.725838,-1.3792199
3646,-89.36145,2.636821
3647,-33.44012,1.2586155
3648,19.208757,-0.2596971
3649,-14.191119,0.6317953
3650,134.03421,-3.558377
3651,-80.18473,0.6361176
3652,48.32778,-1.5432475
3653,-20.866217,-0.61216486
3654,-221.78828,6.2350345
3655,-96.01845,1.2871889
3656,113.210815,-3.5860264
3657,67.94121,-6.0526586
3658,121.321655,-6.2098875
3659,0.51182556,-2.1217253
3660,92.80992,-4.138131
3661,-106.20066,1.6724285
3662,43.56813,-0.7849227
3663,96.36534,-3.9164765
3664,197.26198,-5.1046786
3665,-11.26973,-0.0022518574
3666,60.855644,-2.642089
3667,-111.86658,1.4144785
3668,-89.23521,1.2738287
3669,-19.173056,0.31683677
3670,-174.30641,4.317637
3671,230.26082,-12.3613405
3672,-34.217995,1.1005985
3673,-18.878485,0.6230844
3674,150.1102,-3.9926326
3675,-0.20039216,-1.0662925
3676,30.679203,-2.3700018
3677,-30.052479,-0.25202864
3678,-55.796783,0.11687537
3679,-15.571817,0.30141798
3680,72.49645,-2.6230445
3681,19.535465,-2.1106691
3682,0.80754507,-1.5897115
3683,24.367617,-1.7408342
3684,-44.74218,0.47443587
3685,147.4198,-4.171973
3686,-38.901188,-0.4449088
3687,3.9317489,-1.8472605
3688,-60.801086,0.5426606
3689,-39.9403,-0.16426305
3690,-33.689125,-0.1939858
3691,134.76404,-4.085879
3692,-15.645276,0.8139049
3693,25.594517,-1.3600054
3694,-127.35686,2.813102
3695,63.510437,-1.6716926
3696,-107.785194,2.8064427
3697,154.0121,-7.55858
3698,42.991425,-2.0178373
3699,-136.98108,1.3822908
3700,175.08296,-3.290149
3701,18.365688,-1.3742806
3702,71.80924,-1.3887227
3703,-103.86067,1.6597388
3704,209.70605,-3.6154075
3705,85.12409,-1.7916539
3706,-57.73358,0.29280335
3707,115.75249,-2.722114
3708,60.714893,-2.1208196
3709,43.916023,-2.4452446
3710,14.276385,-0.81301177
3711,95.04991,-1.8813655
3712,-75.89305,1.0815732
3713,-26.316288,0.42222553
3714,-105.85691,2.3147268
3715,106.41063,-3.5631797
3716,-168.50845,2.5938556
3717,-22.341248,0.6680414
3718,-196.51872,2.8255756
3719,-121.52409,2.319367
3720,162.12318,-7.3453407
3721,80.08263,-1.5899036
3722,-177.69826,1.554087
3723,-130.16397,1.8216318
3724,-3.784738,-1.0690188
3725,36.02649,-3.3091712
3726,-41.78778,0.43837732
3727,-109.284,1.5119132
3728,171.94328,-4.397456
3729,-36.481377,-0.08189862
3730,81.7828,-1.2124236
3731,19.379072,-1.1272002
3732,-89.67429,1.4668684
3733,6.965253,-1.1217438
3734,78.20617,-2.120743
3735,46.788807,-1.9810016
3736,-12.549044,0.28651062
3737,-0.5430071,0.3662724
3738,12.024525,-0.3353812
3739,155.29929,-3.4154103
3740,-23.403908,-0.83517706
3741,95.07479,-2.836322
3742,128.83084,-4.8427877
3743,64.144646,-1.8654404
3744,41.012726,0.06930876
3745,9.895941,0.3403701
3746,-44.26769,0.5350471
3747,83.79328,-2.108689
3748,46.158527,-1.5078299
3749,-166.32294,2.5540798
3750,28.60011,-1.3296058
3751,110.45239,-3.069293
3752,1.0381196,-0.7721769
3753,-44.54249,0.41021904
3754,44.751472,-1.4014912
3755,75.104416,-2.9799387
3756,28.105122,-1.1408863
3757,-64.37841,1.02367
3758,-109.34419,1.6284285
3759,78.361824,-1.6344242
3760,73.43208,-2.1567972
3761,120.90173,-3.7483945
3762,-72.13065,1.189896
3763,10.335982,-0.8084277
3764,-50.95394,1.4440588
3765,169.23499,-6.113225
3766,74.16698,-2.8921485
3767,30.508047,-0.9154147
3768,83.82806,-1.4542716
3769,60.0214,-1.5542165
3770,-18.760403,0.4478709
3771,110.50222,-3.7047448
3772,2.4904735,0.9493858
3773,-76.28809,1.938659
3774,102.96407,-3.5853443
3775,85.06492,-2.1635394
3776,-38.3588,0.5142063
3777,-100.77043,1.5370752
3778,2.1405036,-0.14269647
3779,-174.51187,1.9699819
3780,-5.5660906,0.22195673
3781,263.19513,-11.031124
3782,-6.3754663,0.018530846
3783,-2.5270724,0.65379286
3784,103.66789,-5.0768824
3785,-25.024458,0.4027807
3786,32.94588,-0.49504262
3787,-15.684415,0.29840943
3788,104.99895,-4.7550735
3789,-27.812805,0.5467194
3790,71.27288,-3.1366317
3791,132.28471,-6.0498986
3792,60.202812,-3.131084
3793,-1.4858398,0.114692375
3794,-60.365532,0.6231576
3795,74.050476,-4.332207
3796,40.690304,-1.0481465
3797,83.995705,-3.6686215
3798,-46.76283,0.4055995
3799,28.41854,-0.48017555
3800,35.069855,-1.7099714
3801,129.25824,-5.060028
3802,71.82638,-1.3362439
3803,0.9805748,-0.4862441
3804,100.741035,-3.335118
3805,-94.21988,1.7289622
3806,31.143011,-1.9247471
3807,165.04202,-4.9079695
3808,35.935566,-1.2592337
3809,40.138313,-0.83953035
3810,-87.45669,0.92795354
3811,45.395668,-3.1522784
3812,-20.654566,0.23019882
3813,-24.887707,-0.19907252
3814,-72.93129,1.1414279
3815,-160.0609,2.5026975
3816,255.20435,-7.387332
3817,194.3472,-9.398893
3818,75.82242,-4.00644
3819,53.86674,-1.7888412
3820,38.582355,-2.3912902
3821,1.967881,-0.5819069
3822,15.74929,-1.2493156
3823,-207.37564,2.94118
3824,-219.34868,0.20158263
3825,174.86107,-4.365451
3826,-116.97151,2.7656608
3827,161.55923,-7.769099
3828,-52.030296,-0.072627306
3829,88.89201,-3.5015826
3830,27.704468,-2.6484916
3831,96.52965,-7.161003
3832,148.03925,-8.977308
3833,41.39038,-3.078939
3834,-38.73478,0.12245752
3835,-236.17696,5.2705984
3836,36.99538,-4.8131404
3837,-25.295675,-0.5692035
3838,-48.276073,0.21542831
3839,-3.553199,-1.3601224
3840,84.80943,-3.581607
3841,53.411293,-3.68414
3842,-5.9120455,-2.8158453
3843,-155.47311,2.2153862
3844,-23.902401,-0.19551675
3845,13.526507,-2.3786702
3846,1.1222454,-1.7791901
3847,-135.465,1.6625484
3848,32.288246,-1.0436786
3849,86.01447,-5.006214
3850,-64.44581,0.32948032
3851,-31.99082,-0.6634084
3852,2.3004043,-0.5248718
3853,109.420494,-3.9880073
3854,-219.63358,3.9509506
3855,-24.415127,-0.0822192
3856,-221.24312,2.6268916
3857,-26.732914,-0.28796878
3858,-649.54675,8.69555
3859,344.38934,-18.617996
3860,-141.97685,1.3900734
3861,110.748146,-6.746812
3862,-42.553185,-0.09966993
3863,-216.81424,3.7640738
3864,264.16782,-9.296333
3865,44.783794,-3.578524
3866,86.2795,-5.5165896
3867,232.5679,-11.009097
3868,151.6482,-7.1212225
3869,-115.875,1.464002
3870,-72.75256,-0.78080237
3871,1.2499206,-0.8370528
3872,56.550465,-1.911622
3873,-78.6584,0.3898883
3874,-32.816643,-0.45031968
3875,-77.59371,0.46659765
3876,-13.395328,-0.33375007
3877,-356.36566,0.79681134
3878,-39.5502,0.52924025
3879,-11.571739,-0.23657954
3880,-7.9388924,-0.22199635
3881,36.51841,-1.8293638
3882,-9.195752,0.11982367
3883,-90.6259,2.0117054
3884,-108.82296,1.4855672
3885,-60.893044,0.40945092
3886,174.12466,-7.3816004
3887,-26.194733,0.1296576
3888,179.9844,-3.493257
3889,44.35097,-2.9639544
3890,-4.261457,-0.9960688
3891,-74.63726,2.415526
3892,-14.790027,-0.41949138
3893,120.262856,-4.830436
3894,-26.720392,0.3626577
3895,108.914635,-4.6955543
3896,49.12502,-1.6674557
3897,116.10746,-7.4806175
3898,56.72282,-1.0313528
3899,-88.94417,1.2935811
3900,-53.23812,1.5784093
3901,35.954197,-1.044997
3902,-43.421505,0.4940301
3903,206.69531,-9.069954
3904,54.82209,-1.0811038
3905,16.276304,0.31593698
3906,12.514828,0.19730975
3907,31.100912,-0.4565807
3908,32.993122,-0.620258
3909,15.771497,-1.6940696
3910,-55.6138,1.7289658
3911,120.21135,-4.901324
3912,15.90549,-0.74932927
3913,-9.933536,0.86992705
3914,-34.306526,1.0822884
3915,88.33523,-2.0140047
3916,50.371468,-2.8774633
3917,43.621574,-1.2155955
3918,-5.7030363,-1.3824952
3919,62.938194,-3.2491164
3920,2.1443627,-0.5869807
3921,9.834581,-1.5228703
3922,-21.197357,0.7081
3923,5.889857,-1.0041751
3924,55.009125,-2.5512369
3925,-25.381405,0.61627144
3926,63.086315,-2.6864643
3927,34.43406,-0.84583616
3928,-39.00399,0.56927055
3929,-20.156189,-0.3081526
3930,-65.652054,0.30133185
3931,46.250362,-0.87015516
3932,-21.11777,-0.83862126
3933,67.50688,-2.8238056
3934,-7.7398973,-0.020743053
3935,43.355972,-2.1634438
3936,37.432713,-2.1183124
3937,47.631996,-2.1887527
3938,3.7051995,-0.14135183
3939,33.053345,-1.3430693
3940,59.41405,-2.3263764
3941,-116.07031,2.5187569
3942,54.40214,-2.4666708
3943,-87.34535,1.1138475
3944,-247.88115,4.966226
3945,-63.1617,0.619357
3946,-115.19884,1.4528339
3947,16.880535,-1.5782804
3948,-162.59863,2.2074306
3949,71.808525,-2.4399464
3950,28.797607,-3.2366397
3951,-86.91459,1.2754118
3952,-26.445719,0.13838366
3953,115.57224,-5.0784254
3954,17.45669,-1.0444857
3955,103.74821,-4.998447
3956,94.6293,-2.8267365
3957,-22.306803,0.34669524
3958,-8.714581,-0.48260874
3959,-116.2599,1.2915835
3960,-56.131065,0.7468168
3961,91.38216,-6.448367
3962,71.376465,-3.6458797
3963,5.8949294,-0.9413618
3964,7.6028643,-0.983163
3965,90.42677,-4.020899
3966,53.421875,-1.5344422
3967,51.898266,-1.5655181
3968,13.711136,-0.48571745
3969,58.11725,-2.2745128
3970,-11.410954,-0.15887016
3971,-116.7762,2.1859238
3972,-22.373566,-0.048668325
3973,101.39965,-4.6985927
3974,-13.2508545,-0.2262419
3975,15.784757,-1.0503163
3976,28.308645,-2.2830558
3977,-7.7404976,0.38664836
3978,32.548603,-1.7986832
3979,65.90577,-3.4357066
3980,35.03002,-1.5640329
3981,-41.902306,0.47916818
3982,67.27006,-2.7471511
3983,45.537975,-1.2988323
3984,-114.45337,2.0156538
3985,-3.49982,-0.13636217
3986,45.51839,-0.92771053
3987,-104.61238,1.6649157
3988,115.12278,-4.519928
3989,73.167496,-2.3795524
3990,11.422137,0.6157342
3991,-24.969234,0.779982
3992,6.4267287,0.06423001
3993,134.74466,-2.5545447
3994,3.681623,1.1899593
3995,-16.168417,0.6052488
3996,-3.2242482,0.2443229
3997,4.263199,0.23437092
3998,-13.055239,0.8328148
3999,23.702658,-0.24202994
4000,2.4447684,0.3422529
4001,44.920616,-0.29287952
4002,150.20464,-3.0454352
4003,84.20048,-2.4575222
4004,19.20668,-0.3134512
4005,140.6481,-2.245496
4006,-126.106895,2.4174929
4007,-194.43112,2.3398871
4008,83.81967,-4.5710506
4009,-205.20786,3.7126975
4010,144.82297,-3.2552102
4011,-130.54587,3.3015678
4012,-26.154327,0.826063
4013,122.59965,-2.3644693
4014,-5.5760756,-0.7583093
4015,-188.5079,4.990462
4016,209.78255,-8.894923
4017,33.58454,-1.4874632
4018,135.91248,-4.29241
4019,5.2258425,-2.4186244
4020,69.36627,-1.2959436
4021,-43.710968,0.7675009
4022,-156.39877,2.3098254
4023,67.71449,-2.6428106
4024,148.86752,-5.837615
4025,-46.06173,1.0274926
4026,135.12689,-4.608231
4027,24.832417,0.11164024
4028,111.298485,-4.111445
4029,39.842323,-1.5038726
4030,52.45625,-2.6053848
4031,93.878044,-1.7983053
4032,82.643585,-1.5413969
4033,89.664536,-2.9569728
4034,44.23884,-2.0898883
4035,76.452934,-2.062201
4036,10.919053,0.018545544
4037,128.57996,-2.8668907
4038,150.44308,-6.2855387
4039,66.38881,-1.3602208
4040,71.15053,-2.9048152
4041,-123.08134,1.8680127
4042,79.27706,-2.4411862
4043,-80.38151,1.1497554
4044,17.56206,-0.47784457
4045,-49.428444,1.682828
4046,-86.99162,1.2700564
4047,47.84674,-2.8940833
4048,34.75255,-2.1347833
4049,51.108665,-3.9434624
4050,-18.811008,-0.4532258
4051,47.971798,-1.7778021
4052,-5.460784,-1.129338
4053,143.32129,-7.0385118
4054,-87.01947,1.0961252
4055,84.519684,-4.0851097
4056,-33.805668,-0.16811785
4057,21.793226,-2.513699
4058,24.71561,-0.5057805
4059,66.43478,-2.6386697
4060,-36.293358,0.94494945
4061,-55.896492,0.49759692
4062,78.36803,-4.1507196
4063,117.77466,-4.0165005
4064,-4.0386124,-1.3149544
4065,-76.44341,1.5910258
4066,14.306524,-0.08703478
4067,-126.9939,2.6221952
4068,-118.59364,1.3968589
4069,-119.88806,1.1452574
4070,-8.334772,0.09955891
4071,-95.81921,0.7811305
4072,123.68113,-7.540904
4073,75.38502,-2.8661802
4074,-213.52412,3.3954365
4075,42.004738,-1.8384943
4076,19.415354,0.11027467
4077,-69.67434,0.7103146
4078,93.72831,-2.1859622
4079,-5.6653447,-0.07957075
4080,50.570442,-2.7466443
4081,-146.0889,3.1397903
4082,-3.9099534,1.2141151
4083,103.708755,-5.8756256
4084,3.356212,-0.16675106
4085,2.2375183,-0.11418009
4086,36.117363,-1.6127732
4087,-14.519735,0.14960727
4088,83.33134,-3.3047168
4089,46.09618,-1.6780941
4090,-58.91513,1.1877445
4091,145.9465,-5.1606274
4092,-196.67188,2.567122
4093,74.33829,-3.1696491
4094,38.765602,-2.1706297
4095,123.522484,-2.9180584
4096,-26.925049,0.5961598
4097,11.956061,0.21599665
4098,-11.131853,0.16595691
4099,1.2281593,1.0397139
4100,54.69763,-1.3527553
4101,-199.65866,4.3068867
4102,5.015728,-0.31467253
4103,106.265335,-3.1237407
4104,99.12811,-6.0869017
4105,3.303412,-0.10677747
4106,133.68202,-4.2113113
4107,140.11906,-3.5718296
4108,-78.02874,1.9582033
4109,43.2484,-2.4332926
4110,0.3427847,-0.0698772
4111,-41.651833,1.1871808
4112,133.00026,-3.913302
4113,-50.823734,1.0620905
4114,154.90715,-6.1701074
4115,-72.35775,1.577858
4116,17.818012,-0.43267518
4117,178.89621,-6.2511616
4118,259.0243,-5.1870265
4119,87.18662,-1.4755746
4120,99.588455,-2.360073
4121,29.57323,-0.7717029
4122,61.04958,-0.901748
4123,108.18352,-2.50674
4124,99.806854,-2.629143
4125,81.54624,-0.26899296
4126,-15.448438,0.21305838
4127,162.88246,-3.8329473
4128,-26.824722,0.72882605
4129,-55.27523,1.4583515
4130,128.41895,-5.4953375
4131,-85.04368,3.3650124
4132,-116.97799,4.17254
4133,193.70901,-6.6073585
4134,143.0422,-6.0301967
4135,-9.530584,0.98441875
4136,26.128437,-1.2358072
4137,61.548668,-0.31051585
4138,-9.078593,1.0562783
4139,50.24073,-2.6319063
4140,27.463116,-1.6629155
4141,-192.43546,3.7570298
4142,27.718552,1.4117197
4143,195.91856,-3.0298324
4144,312.87457,-12.859566
4145,33.80506,0.45226163
4146,94.82101,-1.653986
4147,102.8102,-1.6597229
4148,111.055016,-3.7710152
4149,120.52257,-2.290917
4150,84.25743,-4.441634
4151,-56.94148,-0.44352317
4152,-65.99509,1.0612564
4153,199.87465,-5.5435686
4154,-45.25061,0.18369445
4155,-10.71329,2.4931853
4156,210.40536,-4.723973
4157,-201.55971,4.8779993
4158,-60.062233,2.42556
4159,94.36218,-3.3687148
4160,114.599976,-3.3000007
4161,19.877098,-1.6291182
4162,-50.904156,1.2522547
4163,123.54712,-4.401664
4164,40.137733,-0.73738396
4165,51.392982,-0.32108325
4166,75.1584,0.83033323
4167,-40.803474,0.7912117
4168,-65.763245,0.5343439
4169,362.4321,-8.734884
4170,160.67703,-5.3992567
4171,-1.9412339,-1.0654062
4172,350.75177,-8.31899
4173,66.945984,-4.620812
4174,-160.07619,2.374211
4175,-83.14961,1.8621784
4176,-221.29948,3.7553706
4177,320.28323,-6.74735
4178,58.20044,1.154228
4179,-105.41933,0.2954665
4180,-4.104071,1.8484131
4181,350.1186,-13.771097
4182,323.49017,-11.826996
4183,190.52512,-8.358357
4184,317.9477,-8.226595
4185,161.04524,-5.667205
4186,-107.323524,2.5464127
4187,-165.71016,3.4095511
4188,-80.344864,-0.033394195
4189,40.601177,-1.9142306
4190,-202.03125,1.28905
4191,209.24922,-6.853437
4192,37.29088,-1.2050601
4193,100.90747,-2.9427361
4194,164.22105,-6.925677
4195,14.799192,-2.5400212
4196,44.83526,-1.5522925
4197,232.7122,-9.096621
4198,-88.63768,1.4275693
4199,-1.7177292,0.11368954
4200,-131.10735,2.7329106
4201,-71.454834,-0.33605132
4202,45.596107,-1.7706543
4203,-103.03011,3.1952
4204,-240.7958,3.4643083
4205,251.9418,-6.0534225
4206,-153.80075,4.912552
4207,-24.622429,-0.10757051
4208,-196.80467,3.6705697
4209,-58.85257,1.4006352
4210,-61.739502,1.638686
4211,132.39983,-1.1926371
4212,18.58672,-4.895054
4213,175.34538,-3.4111152
4214,11.480728,-0.5331744
4215,-0.72749025,-0.57162714
4216,-49.588676,0.5740448
4217,50.12691,-1.148084
4218,101.28905,-4.855475
4219,289.14154,-8.874512
4220,240.13274,-9.960981
4221,30.932034,-2.2560093
4222,-245.22372,2.9091094
4223,246.061,-8.103032
4224,-5.2010994,0.92717993
4225,229.08867,-8.851824
4226,-288.47983,3.2833114
4227,-378.93503,5.3765006
4228,57.714172,-3.0685582
4229,-645.12616,5.0324736
4230,-26.97578,0.30744666
4231,-69.544174,0.7591915
4232,16.788334,-1.1911774
4233,5.0590196,-0.7490071
4234,-64.13295,0.7687024
4235,-84.6873,0.7696293
4236,-42.262806,0.29152206
4237,-39.387775,-0.3368561
4238,35.876083,-1.4443483
4239,233.05795,-6.7790575
4240,44.082317,-3.8870537
4241,63.04651,-2.118507
4242,34.64608,0.4295681
4243,-19.55237,-0.8262563
4244,-64.20507,0.17758147
4245,24.524426,-1.2595887
4246,-43.341328,-0.15977022
4247,17.694366,-1.212394
4248,-97.58407,0.6144881
4249,33.56592,-1.47017
4250,56.138298,-4.6916447
4251,7.7220497,0.48066163
4252,-8.234471,-1.0191545
4253,35.73533,-0.6590665
4254,-25.815243,0.20218714
4255,70.74636,-2.5798001
4256,108.97433,-2.315781
4257,-53.182026,-1.379447
4258,-62.473755,-0.2647058
4259,109.68937,-1.349169
4260,-62.092358,1.3417333
4261,109.99735,-3.4724574
4262,-6.074383,0.078234494
4263,87.42934,-3.465615
4264,2.935466,-0.6478078
4265,47.044857,-2.6165943
4266,58.986717,-1.4723876
4267,64.28816,-1.4868181
4268,14.006534,-0.5283166
4269,82.01819,-1.420332
4270,-16.0157,0.4552498
4271,-22.543072,0.15560167
4272,159.33253,-3.14353
4273,93.28548,-4.8967495
4274,46.7579,-2.176716
4275,28.622858,-1.1681329
4276,13.638461,-0.011021567
4277,-5.0225115,0.45115978
4278,31.42986,-2.0900562
4279,-28.512035,0.745195
4280,22.336735,-1.6109238
4281,-5.624217,0.05147115
4282,-120.17611,3.9695568
4283,8.419611,-0.5937425
4284,-95.39325,2.3023677
4285,110.03561,-5.14305
4286,-37.51869,1.343646
4287,109.907005,-4.225006
4288,90.99844,-1.4733913
4289,35.96302,-0.6820573
4290,69.79221,-2.0148585
4291,84.88279,-1.149011
4292,22.657726,0.188326
4293,79.61099,-3.2240157
4294,100.776306,-1.8166857
4295,9.616575,0.076364994
4296,-93.0946,1.9510254
4297,130.91629,-5.4823246
4298,-126.32308,2.9261425
4299,-46.731926,0.9044336
4300,100.87297,-3.5411117
4301,99.971794,-2.440577
4302,141.7587,-6.0393877
4303,-122.363914,1.749773
4304,-119.569214,2.272944
4305,164.2567,-4.651074
4306,-89.468925,1.3637372
4307,205.58171,-4.485465
4308,1.3992107,0.6826685
4309,24.82698,-0.7762415
4310,-101.18614,1.3350366
4311,-78.82874,1.0283629
4312,58.215126,-2.1062024
4313,173.0474,-6.8739424
4314,85.67156,-1.9512163
4315,164.04712,-5.339413
4316,44.802486,-0.94558114
4317,-71.956985,1.4828742
4318,65.51122,-1.5550029
4319,134.12619,-3.127514
4320,30.297602,-0.82195836
4321,-4.7692876,0.34376645
4322,84.533005,-3.6272645
4323,-35.207558,1.2098653
4324,62.088055,-2.2866862
4325,-2.4321842,0.35841888
4326,25.204693,-0.6096968
4327,85.045845,-1.3764304
4328,46.302986,-1.0381664
4329,33.127365,-0.2889968
4330,165.16702,-4.129704
4331,69.49442,-2.276283
4332,-55.84853,1.4519843
4333,77.80449,-2.7816412
4334,67.466934,-3.3032193
4335,92.13105,-3.1874914
4336,44.99608,-0.2066358
4337,-28.515707,-0.17164981
4338,71.63018,-2.4720502
4339,-45.966194,0.9997549
4340,-23.983004,-0.4889873
4341,177.91989,-2.6543503
4342,15.837976,-0.6858014
4343,-14.514574,1.3167686
4344,-13.707392,0.08635137
4345,97.86606,-3.5989997
4346,52.116966,-2.5225115
4347,15.571277,-1.1754928
4348,-97.28522,1.0536817
4349,-41.19953,1.3023098
4350,158.73843,-5.725396
4351,-128.57388,1.0376791
4352,63.15166,-2.0127378
4353,117.11025,-2.1225104
4354,123.46788,-3.3675532
4355,171.33481,-4.6008396
4356,-11.104163,0.06410301
4357,144.25717,-3.3049076
4358,-147.37527,2.060866
4359,-38.39804,0.8618518
4360,-234.54866,2.772811
4361,115.78928,-4.4128447
4362,214.15327,-5.6564293
4363,103.412796,-1.8651072
4364,19.164383,0.18310937
4365,156.61407,-4.286096
4366,-191.86777,4.063501
4367,2.9682555,0.6424988
4368,49.8481,-3.2975624
4369,217.29695,-9.1082535
4370,-74.24333,2.2741292
4371,182.03128,-6.8756304
4372,67.684975,-3.8116271
4373,-93.27266,1.4415662
4374,-98.181625,1.5938332
4375,-147.8036,3.7413487
4376,201.80505,-8.583319
4377,67.13866,-2.2074819
4378,-18.773346,-0.12766974
4379,229.32394,-14.875906
4380,99.41951,-2.4708166
4381,69.82552,-0.96304446
4382,104.65135,-1.927666
4383,142.48215,-5.3439612
4384,81.34646,-2.9136062
4385,122.32802,-6.561226
4386,26.824518,0.054308176
4387,79.34049,-1.460781
4388,149.07,-7.0255547
4389,93.603195,-0.8381363
4390,273.95038,-6.612668
4391,17.221247,-1.1255143
4392,8.428803,-0.46503988
4393,96.17124,-2.0692658
4394,-167.84583,2.6289673
4395,-82.45879,2.7855842
4396,207.40205,-6.2841477
4397,-159.28934,3.0082355
4398,10.125929,0.30925927
4399,-142.07805,2.6613698
4400,72.050415,-2.1976485
4401,-86.84879,1.2193825
4402,87.913605,-2.5155077
4403,149.42656,-5.270007
4404,-113.29814,2.8823838
4405,217.20248,-8.09241
4406,24.226513,-0.9880503
4407,108.94299,-2.4989579
4408,-124.91709,1.4103014
4409,255.533,-11.149837
4410,75.59428,-3.712743
4411,95.09297,-2.9120867
4412,83.53713,-3.9206493
4413,89.88878,-2.0758078
4414,47.238426,-1.7102652
4415,41.8921,-1.4003416
4416,142.96333,-3.0570216
4417,-189.23947,2.2738001
4418,94.59372,-1.8142662
4419,-116.57704,1.6146929
4420,70.212074,-3.659757
4421,-122.98454,3.6763568
4422,-143.99104,2.4141517
4423,-186.74605,3.4231327
4424,-63.557495,2.2741303
4425,316.75186,-13.669917
4426,48.60265,-1.0463077
4427,-185.40062,2.0229206
4428,-52.034492,0.38192177
4429,12.743271,-0.053181697
4430,297.664,-11.402564
4431,-103.48704,1.9875342
4432,-30.769703,-0.20140763
4433,-341.1672,5.4971123
4434,73.48746,-1.1204555
4435,159.60532,-3.124016
4436,-30.601175,0.36187777
4437,-3.4744523,-0.77350694
4438,-67.84511,1.5596946
4439,75.39267,-1.8854172
4440,135.86407,-4.5386896
4441,209.48862,-7.7143188
4442,-221.9251,2.907493
4443,-19.88033,0.21119425
4444,-42.611713,1.7798727
4445,27.634083,-2.4602556
4446,228.39124,-5.9983664
4447,140.47379,-4.510854
4448,14.783661,-0.116399884
4449,38.902504,-1.7474324
4450,-45.09694,1.1429423
4451,-10.366436,0.070801966
4452,3.3035614,0.049893033
4453,92.60217,-2.5928204
4454,-133.54402,1.1704693
4455,148.39285,-4.5754733
4456,50.685677,-1.5238218
4457,58.70619,-1.6820538
4458,127.92322,-8.949913
4459,37.36437,-1.923139
4460,31.100414,-2.3549972
4461,202.18912,-9.266828
4462,-53.24578,0.9535345
4463,-93.91684,0.95055544
4464,77.12686,-3.5565178
4465,-48.731434,0.50951946
4466,146.3481,-5.0361285
4467,77.26628,-2.3825448
4468,-45.9282,0.9686968
4469,92.20839,-2.756957
4470,208.57556,-4.6609993
4471,157.5342,-3.312636
4472,10.194365,-0.0063198446
4473,-77.88267,1.6294587
4474,155.16092,-6.249671
4475,1.5652535,-0.3719951
4476,231.84448,-6.4050355
4477,51.173725,-1.9415592
4478,-171.97365,2.4815934
4479,29.66926,-1.3773735
4480,-3.2127793,-0.40430266
4481,-67.66258,0.7746176
4482,54.839516,-2.9425871
4483,-25.090765,-0.35456535
4484,-319.88446,9.07268
4485,38.3162,-1.3303483
4486,191.51962,-8.402068
4487,-2.3893936,-0.61872345
4488,105.70347,-1.9766662
4489,60.223328,-1.3065051
4490,-89.39314,2.4757714
4491,74.906975,-2.4258566
4492,39.311058,-0.47776327
4493,43.525055,-1.1063969
4494,-73.38027,1.1581177
4495,145.14555,-2.6693823
4496,233.94011,-9.842565
4497,89.96938,-1.8724334
4498,-5.15572,1.0638244
4499,89.24397,-2.6340535
4500,163.80147,-5.587186
4501,69.46429,-2.797172
4502,175.10568,-4.237776
4503,-51.99989,0.48082942
4504,-15.194586,0.78446805
4505,126.545265,-2.9215643
4506,67.78068,-3.1900673
4507,59.65401,-1.8250805
4508,61.683533,-1.9256122
4509,86.24382,-3.5312977
4510,-150.42001,2.2929046
4511,100.8279,-1.828512
4512,238.8851,-6.7207413
4513,71.406296,-2.2926197
4514,-118.75572,2.0559292
4515,156.9121,-5.3165
4516,59.984245,-1.9050528
4517,29.380936,-0.061778706
4518,-56.782696,0.94536
4519,168.96848,-7.236688
4520,-286.20026,3.7571743
4521,272.83942,-12.145346
4522,208.88504,-9.659013
4523,139.69662,-5.2044163
4524,172.70073,-6.6370215
4525,61.766884,-4.7765117
4526,172.80905,-3.3758214
4527,-69.198944,0.55943316
4528,-234.07556,2.9710076
4529,342.1974,-7.457814
4530,146.73099,-5.9940233
4531,-395.0246,5.630626
4532,108.76819,-5.0558233
4533,3.95773,-1.3881718
4534,-165.66916,2.7739053
4535,214.47827,-7.3810663
4536,170.88441,-7.157232
4537,178.02663,-7.5764093
4538,8.365634,-0.53138584
4539,-102.49325,1.9824139
4540,-313.6098,6.585962
4541,272.39175,-10.934961
4542,-206.39563,3.6496131
4543,-36.212536,-0.06917391
4544,54.14168,-2.714047
4545,-39.824062,0.27887508
4546,207.90005,-8.2277565
4547,-259.93906,3.7376812
4548,-41.279358,0.5443652
4549,181.74081,-4.209142
4550,106.836365,-2.910116
4551,-113.808754,1.1840918
4552,-123.693275,2.0835795
4553,-48.88205,0.9174652
4554,16.652052,-1.4087725
4555,-33.42948,0.06923382
4556,-84.459366,-0.65383494
4557,204.93037,-6.660899
4558,260.44998,-5.64248
4559,-337.52625,4.671214
4560,-97.1877,1.6772301
4561,137.44373,-5.502715
4562,63.236305,-2.3909798
4563,-918.23486,14.237859
4564,287.95697,-14.820127
4565,121.84873,-2.8234901
4566,253.74727,-10.095296
4567,-185.87616,2.8270211
4568,-307.9512,3.1732345
4569,107.695984,-6.544042
4570,3.6452394,-0.78565466
4571,180.42046,-6.304547
4572,70.297775,-0.90428764
4573,203.8593,-11.014936
4574,-292.60904,3.6476543
