account_value,datadate,daily_return,Date
1000000.0,20160104,,2016-01-04
999828.2573695524,20160105,-0.0001717426304476133,2016-01-05
998008.1017361119,20160106,-0.001820468285452459,2016-01-06
992927.7218478258,20160107,-0.00509051968561014,2016-01-07
990902.3729698736,20160108,-0.002039774732226274,2016-01-08
992154.6755246305,20160111,0.001263800137044413,2016-01-11
993900.9273507271,20160112,0.0017600600684295475,2016-01-12
987528.109706103,20160113,-0.006411924437590644,2016-01-13
993093.4067203809,20160114,0.00563558339208603,2016-01-14
986120.418201772,20160115,-0.007021483046228849,2016-01-15
988718.0177712823,20160119,0.0026341606172672893,2016-01-19
980633.5396217223,20160120,-0.008176727847828302,2016-01-20
985181.9692130245,20160121,0.004638256196149104,2016-01-21
992110.0027466884,20160122,0.007032237444619671,2016-01-22
987437.1233704293,20160125,-0.0047100415914789195,2016-01-25
1003120.3212136608,20160126,0.01588273062865997,2016-01-26
1001290.6023157152,20160127,-0.0018240273467213797,2016-01-27
1007937.2252574515,20160128,0.006638055851482694,2016-01-28
1024911.3507444016,20160129,0.016840458970661,2016-01-29
1024220.1057802968,20160201,-0.0006744436614958271,2016-02-01
1013964.023159898,20160202,-0.010013553300230571,2016-02-02
1017860.9364601384,20160203,0.0038432461223782965,2016-02-03
1019019.5995523304,20160204,0.0011383314269055589,2016-02-04
997259.2886435549,20160205,-0.02135416327451911,2016-02-05
991859.6575217756,20160208,-0.005414470622904677,2016-02-08
993990.8844151781,20160209,0.0021487181954022994,2016-02-09
987962.9789762866,20160210,-0.006064346799757647,2016-02-10
973247.0783387348,20160211,-0.014895194405766254,2016-02-11
996194.8533928016,20160212,0.023578570709132718,2016-02-12
1008091.8391273578,20160216,0.011942428425561369,2016-02-16
1014160.5343648022,20160217,0.00601998250744451,2016-02-17
1014172.4439851022,20160218,1.1743328493407645e-05,2016-02-18
1012368.9135006171,20160219,-0.0017783272412710271,2016-02-19
1022054.3604038559,20160222,0.00956711212096395,2016-02-22
1009013.1547648488,20160223,-0.012759796488568398,2016-02-23
1012540.1790043229,20160224,0.00349551858944408,2016-02-24
1025115.68019149,20160225,0.012419755233350926,2016-02-25
1020466.878545732,20160226,-0.004534904436238496,2016-02-26
1013576.4204982795,20160229,-0.006752260354860429,2016-02-29
1035697.2518149988,20160301,0.02182453228918302,2016-03-01
1034544.6386085557,20160302,-0.0011128862265717965,2016-03-02
1031122.5136352836,20160303,-0.0033078562737270945,2016-03-03
1034688.1784467348,20160304,0.0034580418566172444,2016-03-04
1034796.7430847884,20160307,0.00010492498156944308,2016-03-07
1029888.2181771805,20160308,-0.004743467681368352,2016-03-08
1037162.6985985008,20160309,0.007063368910264378,2016-03-09
1038336.2244864749,20160310,0.0011314771439041582,2016-03-10
1052569.90314093,20160311,0.013708159571813594,2016-03-11
