,0
0,1000000.0
1,1000091.3655570127
2,1000297.4274147019
3,996668.061524238
4,996008.0871649757
5,993435.1785648119
6,989140.7865292258
7,988020.7476733003
8,981196.2597462484
9,981236.3542528856
10,983392.5361095022
11,965787.0076142361
12,978676.2261834155
13,977076.8671084414
14,976461.6125813184
15,974940.4333182516
16,981995.1555291248
17,999175.8015093532
18,979882.6636323363
19,972846.2909524881
20,969234.4583278288
21,975899.9560199503
22,973734.1348181886
23,990849.6256209218
24,1006865.1270776833
25,1007132.1633610176
26,970284.3137535581
27,976030.4286446908
28,975520.6011758529
29,967896.0630598154
30,927423.5975556204
31,926846.869960445
32,922770.4033509276
33,911370.9533205627
34,875561.8406258302
35,919935.8812079919
36,897009.4581250541
37,885180.4552542238
38,872232.2434401364
39,829174.5041864814
40,822590.9318363265
41,847728.0658339877
42,813063.8437182602
43,810944.0359782134
44,801782.9387940242
45,859750.3462974811
46,862547.5010301601
47,892311.9724295274
48,895960.2397655317
49,887582.1240260247
50,916369.4252049859
51,934968.6924625644
52,911968.8853948335
53,892474.7597416976
54,967358.065667511
55,953994.9054109587
56,965271.8976083556
57,989145.0177489381
58,966366.287760697
59,925844.0325123138
60,944925.7713830634
61,965792.4244296757
62,1001458.6572525603
63,1019449.1794002961
64,1013081.1684307085
65,992969.6767266875
66,993818.6566796991
67,1037166.8466676144
68,1043157.7516073082
69,1002686.6961768442
70,1023553.53931048
71,1033111.1909392505
72,1032009.3600048032
73,993347.2493907342
74,1020139.1930911299
75,1014414.635487258
76,1027666.0587877688
77,1042640.6198589872
78,1035520.2654667565
79,1037924.7444913898
80,1069089.0123620247
81,1081502.5729323798
82,1082259.9842649484
83,1113946.6168702315
84,1120120.0676849522
85,1130611.2502025058
86,1114634.5843469813
87,1152318.4170224476
88,1131135.0793591533
89,1130244.4453696245
90,1092479.6067617447
91,1112428.3227627156
92,1109927.630759883
93,1155852.1120955602
94,1147849.173307815
95,1135271.567660191
96,1119240.7076393205
97,1118023.194373753
98,1150802.285583841
99,1134019.8126685605
100,1153393.2742262683
101,1161426.5349625638
102,1181750.623181759
103,1191905.098193359
104,1180504.1378589103
105,1209716.5250555195
106,1212076.5455118108
107,1205228.7051722582
108,1211288.6704152275
109,1201621.3621544156
110,1194336.4604869469
111,1198155.934576408
112,1176072.895055217
113,1171440.317450333
114,1160104.0647439132
115,1172896.9667255112
116,1172272.3787649996
117,1132361.0136980019
118,1144107.7081910952
119,1146611.5812515966
120,1166599.7630290722
121,1170119.936242982
122,1186293.312289029
123,1174795.6622596015
124,1178507.3731381386
125,1146895.4067787752
126,1159527.7950742193
127,1130764.993634274
128,1115343.078195687
129,1131004.0172309633
130,1127302.224097843
131,1168136.284964107
132,1171322.9526954475
133,1213618.2142551022
134,1224643.2129892656
135,1230308.038019938
136,1254474.1996860842
137,1259035.9851931934
138,1261724.4230445393
139,1289974.9652929117
140,1279677.8568309597
141,1273065.3878802122
142,1265624.9090860814
143,1263895.655155984
144,1283131.8024558534
145,1283947.827573047
146,1298112.668530779
147,1300741.1290281264
148,1310575.5080962765
149,1303183.5521585783
150,1293631.028181418
151,1275705.378966223
152,1264557.1772816181
153,1293425.0365354244
154,1297146.776916732
155,1285075.0699813613
156,1246298.3493803006
157,1267396.7904776202
158,1267310.9664542999
159,1285680.2437936454
160,1303632.1420434685
161,1298749.6968390367
162,1308717.1330520455
163,1313421.6540636837
164,1309087.8776222428
165,1306756.74988615
166,1305962.3057246252
167,1272658.6861799324
168,1266381.5959428113
169,1282200.9864078276
170,1297339.156228276
171,1318795.849799304
172,1332969.2414189125
173,1361642.141810934
174,1359759.0052071433
175,1370118.2586219143
176,1369147.8890974321
177,1389374.0534184051
178,1395001.9230627723
179,1404173.9414662297
180,1400666.1255775506
181,1413377.0476574053
182,1400480.9040701808
183,1397465.8628689763
184,1379555.7570924046
185,1404693.492376398
186,1404223.2546246534
187,1408350.7889620212
188,1374393.1106474735
189,1373251.4369531756
190,1404809.5076906618
191,1416634.4583442493
192,1429253.9678714757
193,1423271.418876123
194,1431425.9898832308
195,1432329.8076429004
196,1423244.4905743757
197,1451628.858566142
198,1440755.8614908115
199,1418823.3684087987
200,1427718.5206240416
201,1424819.7244852723
202,1400715.657682651
203,1424169.4463859561
204,1412793.8616612512
205,1403941.1033544454
206,1398259.3629531069
207,1362026.9149086091
208,1398450.7900142062
209,1346728.6315095108
210,1352682.4248923643
211,1353761.3917387105
212,1352182.1833621324
213,1381853.679750562
214,1375913.3734720382
215,1407521.5224430715
216,1405028.1161541024
217,1423617.3708845712
218,1412075.5896477005
219,1412175.5456150547
220,1419663.8962865854
221,1420691.203572386
222,1420649.004479203
223,1395694.3079411895
224,1381172.9348364952
225,1401326.3368291287
226,1397375.718561175
227,1388907.8462194693
228,1358716.0265895838
229,1381168.8783163347
230,1384244.6977626712
231,1379972.3981758244
232,1368101.9617652365
233,1384240.9351687694
234,1371330.1333675021
235,1356681.6408276008
236,1378110.6119992523
237,1383043.6828969743
238,1380639.2238554112
239,1384332.2999985889
240,1364251.9800180397
241,1372672.3240036783
242,1349303.6040287472
243,1363928.0228957904
244,1379611.3309663206
245,1380542.399769133
246,1377441.3592322464
247,1384755.983386715
248,1387186.374249422
249,1388711.0433246659
250,1399018.7614989711
251,1400767.910587994
252,1430963.08208344
253,1442781.2323667118
254,1425619.5582302664
255,1440268.599003384
256,1428366.4608132055
257,1413748.7436567664
258,1391817.5384127407
259,1404397.6771869436
260,1405331.6000210273
261,1381760.5021080438
262,1400635.0678979296
263,1393944.9932033978
264,1354678.7836900067
265,1304411.458531347
266,1312111.9900903804
267,1293678.818387012
268,1298476.4814570008
269,1291644.6316358084
270,1267396.7657279705
271,1292304.6968121484
272,1314460.9796853613
273,1314847.6208986691
274,1277090.6063345268
275,1299779.6401923154
276,1282192.7672249558
277,1296821.3049413427
278,1300027.5384267627
279,1306730.4602511097
280,1303152.925875407
281,1325609.4942552273
282,1328340.572654275
283,1326734.6584586154
284,1327702.4752675188
285,1329009.4267366934
286,1323281.271024027
287,1338517.0611766947
288,1330478.5014743726
289,1331167.2740840819
290,1339268.283445017
291,1347336.158601445
292,1345076.4134040456
293,1373519.6965724148
294,1395703.1764841932
295,1417586.1468381933
296,1416702.8545345112
297,1428259.8692728856
298,1438472.2511477668
299,1444496.207837834
300,1440564.9872558604
301,1453526.8046009236
302,1458196.9066352614
303,1463004.008661289
304,1462675.5427768587
305,1458691.9728246254
306,1460660.0300195937
307,1453801.0944163785
308,1456444.044522604
309,1449210.43636174
310,1455051.8684129205
311,1450371.2964663184
312,1436608.4100259678
313,1434058.3679255045
314,1453086.5043893356
315,1451806.4931873458
316,1464413.737078754
317,1479688.405190874
318,1484495.871233493
319,1478397.88126913
320,1486345.5110170918
321,1518652.87546244
322,1520508.0481669696
323,1416802.1829622255
324,1431217.3546712752
325,1419082.2708079375
326,1421754.132249951
327,1425918.0242136922
328,1421112.8100355815
329,1399330.1229635715
330,1389044.480992067
331,1407422.8871707383
332,1431015.1880719848
333,1354186.5972048214
334,1385545.9518796627
335,1364616.6270894622
336,1355922.8665014845
337,1305842.3460521759
338,1291304.4733732464
339,1327991.6679885953
340,1319285.2583691918
341,1356199.5399309366
342,1328428.4776664535
343,1311531.2188626225
344,1309811.0906711854
345,1277042.6257558384
346,1282961.584631942
347,1239241.6939029528
348,1261228.1255547989
349,1242101.8248161874
350,1265515.448941565
351,1244518.4767293434
352,1284851.5358600735
353,1274809.9085869316
354,1263009.8944786538
355,1285642.9397092706
356,1287167.1811772166
357,1258079.663555797
358,1234514.0510932796
359,1234353.9335489424
360,1224324.043918174
361,1220384.884016702
362,1233786.553461938
363,1222185.5796004906
364,1252847.0540129703
365,1255065.8583790124
366,1256301.9198761464
367,1264933.211061333
368,1255928.7157822575
369,1238212.8943100874
370,1235353.4674098587
371,1226242.6889695714
372,1238786.7014444175
373,1227133.7203233952
374,1193417.3660982712
375,1172671.9144913163
376,1170997.1623740715
377,1164535.210821165
378,1173604.1702470235
379,1209162.433440024
380,1209819.6609293562
381,1222447.951858844
382,1221941.1117968473
383,1238490.820068413
384,1241184.1903086845
385,1269423.7157949663
386,1253841.3515284506
387,1251434.1856441596
388,1274550.437133542
389,1258524.7734255297
390,1273211.626525373
391,1281156.7441037775
392,1291337.6962281584
393,1286208.4883122556
394,1284418.5873872424
395,1304508.015366934
396,1295876.0236408615
397,1319633.0161810336
398,1318493.7781983207
399,1334029.5235593028
400,1330545.9035567895
401,1326446.929635935
402,1336874.1114554813
403,1321283.960153805
404,1287348.386351897
405,1264051.0186386977
406,1255036.4019628204
407,1259279.959429484
408,1270211.6380232675
409,1278918.0936163324
410,1261093.806648988
411,1264402.9240199595
412,1250027.4258071398
413,1228506.1932397026
414,1235993.077994929
415,1215247.9855134638
416,1210403.8987651824
417,1187542.3333945568
418,1184427.7613664528
419,1209060.7012655342
420,1214265.1604889433
421,1258379.7505812957
422,1241201.0484788276
423,1255049.9472347735
424,1263253.737959903
425,1268791.2170493528
426,1301604.27819154
427,1295559.5149200629
428,1299254.3925021735
429,1305810.1498515059
430,1299216.6426737322
431,1309586.8722371738
432,1306428.467415408
433,1291418.2344123025
434,1275010.297685009
435,1297728.2775475818
436,1292160.4705490994
437,1283189.0962647588
438,1279847.1251770272
439,1278811.765918163
440,1292701.3758410446
441,1282182.9831887372
442,1305990.5984129368
443,1314796.795079481
444,1316222.8047301394
445,1326232.9139880151
446,1325121.5843827077
447,1339878.2782815967
448,1345300.7486906978
449,1331259.2859174956
450,1337119.226932475
451,1352416.7114027983
452,1352767.9143106106
453,1373490.6102243278
454,1373129.4358880178
455,1365773.7376156473
456,1365831.8089418712
457,1370952.7656938967
458,1377454.253848638
459,1390116.7000723998
460,1377301.176385537
461,1382047.9707966081
462,1397702.6059413783
463,1402696.4867220242
464,1429885.2778788474
465,1448157.7664457192
466,1440257.2750049853
467,1427654.5437745336
468,1432956.011663269
469,1390064.9603244932
470,1371241.7087731261
471,1374698.1973559838
472,1354714.546085339
473,1350075.7002500028
474,1368768.2237712536
475,1364994.2397449305
476,1342819.61993988
477,1318925.7253901341
478,1336986.2118723814
479,1327333.5939793591
480,1330725.6164638496
481,1310471.2578810214
482,1332877.2705259854
483,1359694.4941767014
484,1358333.871753788
485,1363571.6467203544
486,1358556.7725823596
487,1382074.6732543113
488,1388176.2636321257
