,0
0,2689.0754254625645
1,15254.793502705405
2,1213.1986281643622
3,5974.914980822941
4,6788.6130213809665
5,-12153.164495526347
6,2003.8146685643587
7,-7046.4471120415255
8,12069.910177821293
9,-5887.338336294051
10,11854.488209067611
11,5671.728597392794
12,-1824.498139202129
13,-951.9874077362474
14,6248.111262750113
15,-3212.0219733871054
16,955.519064245047
17,1175.1878924765624
18,-1896.8919149236754
19,4063.15639092098
20,-8031.668169322889
21,-7300.555570420809
22,-3489.0917752145324
23,-4233.280591460876
24,29516.71275095269
25,4488.719663092168
26,30662.280165887903
27,15932.770692856982
28,9176.25640889001
29,-36.11979093379341
30,9960.710123145254
31,-5991.187324610306
32,6678.730307548074
33,-824.7628335962072
34,7427.414028423373
35,-1729.1730621920433
36,3568.922109402949
37,2546.6307222696487
38,-5928.205211296445
39,4287.562180710491
40,6946.995732476702
41,8777.764653824968
42,-5853.749314478366
43,13839.260394932935
44,6467.597531742416
45,25544.113993603038
46,11390.041068904102
47,4573.536076037446
48,-6580.348747029901
49,7907.829883203376
50,-3804.2360405907966
51,8764.122636025771
52,-9197.335307696601
53,2855.3230106846895
54,8450.998591410695
55,-4860.5031951065175
56,-4210.86303938413
57,2212.9091434318107
58,1666.9736291724257
59,-6329.862596063642
60,-3244.615916102892
61,-2502.3494776205625
