,0
0,1000000.0
1,999906.3835492114
2,999805.6694359155
3,996483.126547904
4,996310.5537636649
5,993611.796580636
6,988071.5729592097
7,986348.941309914
8,977256.0070887685
9,975723.6710381646
10,978536.4931088646
11,952575.8820573468
12,969269.6087628889
13,971436.4834633765
14,973587.5184662937
15,974834.6925097355
16,989505.9574608004
17,1017975.7134108524
18,998403.7980865726
19,984158.3012406714
20,989042.5102898948
21,998059.8756533477
22,999330.9777013792
23,1018810.5398396519
24,1037746.439215532
25,1042254.5442368578
26,991362.5262638034
27,1007777.8293977553
28,1010827.8470574056
29,1006432.4855880658
30,961968.332017114
31,962054.7384044835
32,959332.6512848426
33,944441.2110761486
34,906734.605821713
35,953547.1856309854
36,935495.7159538058
37,913897.3628964047
38,896046.9181818767
39,859477.1133528127
40,849811.2257010853
41,868464.65197704
42,830918.6347222007
43,828188.4923960607
44,810942.2217076205
45,867864.9498705375
46,879781.0112954602
47,914360.0869323721
48,934100.9134558227
49,917663.2902022809
50,943223.7674879248
51,968263.1422149187
52,938361.0920489342
53,927497.4280839736
54,998749.1016983277
55,981338.2539122779
56,994139.4361821276
57,1007934.7772918326
58,987460.8678266484
59,950271.8354681357
60,968728.611356264
61,988021.5264967142
62,1013129.6327148108
63,1022610.8843146045
64,1019531.2629985244
65,1010010.4654248194
66,1005971.4956701809
67,1049484.350259562
68,1059487.9252637834
69,1013583.9966890684
70,1038062.8137828256
71,1045615.4563234426
72,1052011.236939955
73,1020600.1119145061
74,1034945.4460794308
75,1021237.928368211
76,1035180.747649708
77,1039651.615114627
78,1034327.1473480798
79,1031758.0043763926
80,1056805.3294931985
81,1060821.3576152276
82,1054847.293125555
83,1095122.2221824569
84,1099060.0196777694
85,1114729.8821625009
86,1106861.910813133
87,1130782.2479931973
88,1105011.102751808
89,1106746.939449539
90,1086827.8095414683
91,1103147.186624875
92,1099685.9071317578
93,1138619.6809021258
94,1130013.9594199802
95,1126303.7183361198
96,1115735.9986398937
97,1113894.3257945587
98,1146271.781502042
99,1127523.332852378
100,1146429.346661513
101,1150698.8684379305
102,1171440.3192415873
103,1170681.9877346721
104,1164544.435657269
105,1177418.636612126
106,1173994.9989027276
107,1167119.4528022732
108,1170914.4709598175
109,1160761.5958667388
110,1151563.8489651743
111,1155459.4837088503
112,1132129.9047896487
113,1127393.4572997915
114,1120691.2362339841
115,1140573.7197403917
116,1141155.4125330602
117,1110429.833068329
118,1117209.9646602308
119,1121341.6453092776
120,1143300.4912201406
121,1147194.2313178827
122,1162187.632471638
123,1153741.8622653154
124,1162039.8326750018
125,1132755.1575723006
126,1150999.758530896
127,1133046.048127067
128,1127318.9226794986
129,1133894.9117118195
130,1129900.5884545879
131,1162320.1221101931
132,1168786.0853651029
133,1203710.6183552863
134,1216090.6585505514
135,1219478.1935888366
136,1231090.8581988842
137,1238743.51727091
138,1237727.3771696154
139,1254916.5267506344
140,1258870.7563851725
141,1254415.716517514
142,1246748.0811155103
143,1245196.5063880512
144,1253676.808036463
145,1250414.7541723272
146,1254024.3178054537
147,1253135.8633598161
148,1252301.3372630095
149,1240431.9548371388
150,1241013.2397834233
151,1243027.7069168307
152,1236453.1439255548
153,1255712.5560590364
154,1259013.2454659508
155,1249773.2961921426
156,1228459.582962113
157,1242572.900559561
158,1246163.0347489603
159,1257789.7680476138
160,1271776.039143321
161,1270132.6313263744
162,1282177.7930270464
163,1284140.276726805
164,1283920.7812642695
165,1281248.8002532457
166,1286141.3459643244
167,1256760.7046127773
168,1249257.063006785
169,1257299.62146559
170,1268386.8947366308
171,1282894.281627996
172,1293436.5663325477
173,1312126.335042937
174,1308641.6835771876
175,1312631.6535568922
176,1309792.6808400278
177,1327676.138105653
178,1330608.5253636534
179,1339185.7339220622
180,1332131.590824344
181,1336825.3153256848
182,1329979.5854551855
183,1326095.172181155
184,1315645.4336667699
185,1334401.2918276351
186,1332069.7799851887
187,1331304.9148054284
188,1301269.0354954463
189,1303336.7606872928
190,1322074.0280604733
191,1336478.0046081026
192,1346907.4381688582
193,1345249.6375359725
194,1353637.3905363763
195,1361312.5746272942
196,1347275.0967857619
197,1366895.684320826
198,1361906.4670581287
199,1347659.9545680557
200,1361000.0016640408
201,1358250.8751490195
202,1331997.8953739835
203,1355533.9870218714
204,1338006.1481332558
205,1329264.2582171147
206,1332295.525108492
207,1303176.8640732167
208,1330378.9485458045
209,1295172.0787401886
210,1305503.2010718733
211,1301487.2812907507
212,1312699.584682191
213,1337652.5954589173
214,1336520.6002032193
215,1366176.2571561476
216,1368059.6976210058
217,1380186.9038757551
218,1368890.3549349715
219,1374625.9422739947
220,1390767.9136960532
221,1389194.5759802826
222,1392604.0149080567
223,1373438.7210916597
224,1370272.411843753
225,1382529.949855623
226,1382392.2546564555
227,1379626.6696774985
228,1358881.3198788227
229,1370641.3797393334
230,1375945.1413002454
231,1371366.7278827217
232,1358224.9735931002
233,1371103.3962718167
234,1365468.2570409477
235,1350577.5191624286
236,1367084.4259289168
237,1378037.0113908804
238,1376431.1037625596
239,1385446.9915752555
240,1374132.7533684263
241,1378832.5877334222
242,1358380.7523052471
243,1368620.3809910342
244,1382077.1936483548
245,1382332.5967710386
246,1377717.7690486512
247,1381120.7670228332
248,1380807.9332262015
249,1380901.6595968662
250,1386418.9656925583
251,1381148.347369723
252,1403991.1193947857
253,1407994.7840412834
254,1405423.2430720376
255,1414769.5296762441
256,1408402.4686709591
257,1404129.4190788635
258,1393136.4528940627
259,1409193.6280038136
260,1420738.9788808504
261,1400554.8718207423
262,1423493.6361845364
263,1421357.8824158353
264,1389415.4322696559
265,1353315.5569655958
266,1357194.7993355338
267,1343598.6020289771
268,1352559.9495166172
269,1350230.2914360682
270,1330801.4265095678
271,1350332.9671993507
272,1376177.2251581925
273,1369148.448338095
274,1328310.8036256377
275,1337880.6814385573
276,1324252.945945527
277,1337243.2677533021
278,1337623.4298791948
279,1349494.2235876338
280,1349145.7073930423
281,1370104.9691863025
282,1370953.9944175498
283,1372916.6745083875
284,1371395.5436730164
285,1373277.6410617512
286,1363041.7970636983
287,1377607.870608546
288,1366917.9752692573
289,1365023.1814336837
290,1372658.7787751546
291,1377777.2595610488
292,1371551.9098457496
293,1383529.0815769448
294,1401970.7356719938
295,1407759.0143214383
296,1406019.9789398636
297,1413399.8503049817
298,1420646.4155085054
299,1426090.020527245
300,1426305.2566960207
301,1442746.6869123331
302,1448272.8866844526
303,1454672.3114610733
304,1453010.16918554
305,1452215.9075954237
306,1457234.192418391
307,1444939.6160385385
308,1446040.1456715362
309,1437686.376236178
310,1445357.7183064332
311,1438917.9220144048
312,1432868.2110822548
313,1440002.765661732
314,1450566.1231615795
315,1446515.1257300915
316,1448513.0116403166
317,1457989.0816499107
318,1460418.1821708456
319,1457352.283964005
320,1466036.077840699
321,1485209.4948293082
322,1487710.8955147385
323,1423613.9011168259
324,1439720.8206750646
325,1434645.8871622435
326,1420956.9105314128
327,1420695.7643122356
328,1428611.3899742095
329,1407596.3243768946
330,1396158.1624361386
331,1407751.646284873
332,1426834.9786713189
333,1375046.416162926
334,1398099.7548769347
335,1383219.699847342
336,1377108.2748477615
337,1334704.33241655
338,1322531.3602543892
339,1361570.424466292
340,1351453.840405871
341,1377160.749054276
342,1359846.620564677
343,1340987.3862204233
344,1344814.520067002
345,1318732.7871391836
346,1324249.667195908
347,1285226.6853382075
348,1301343.157935063
349,1285578.2844570223
350,1300877.9610263603
351,1285821.1813767022
352,1319213.6059287705
353,1310713.700811364
354,1300983.2056976857
355,1330528.0373927373
356,1330239.4640666738
357,1297876.145332133
358,1282709.0859358564
359,1293595.4636419076
360,1283643.7435526242
361,1294780.566291796
362,1298928.8106830565
363,1296069.7015187424
364,1324827.164630639
365,1325028.2317054563
366,1325773.5755707326
367,1323984.1637829368
368,1318681.3590422787
369,1302973.6405499522
370,1304414.9083630433
371,1294769.654111249
372,1301278.6871053474
373,1298629.341050698
374,1275930.0155875743
375,1260962.3260331217
376,1255813.5136008037
377,1253476.7825655907
378,1261663.1403607489
379,1294678.0118856872
380,1307531.0671961564
381,1315973.6716999402
382,1318557.073207194
383,1337752.3089200084
384,1338112.9157111328
385,1356371.7729614032
386,1339017.0052177492
387,1344250.9774818576
388,1352845.0228669613
389,1332311.8733490435
390,1344029.9919206302
391,1345843.98195295
392,1356301.263634526
393,1350294.6675304857
394,1341653.8330452123
395,1349355.2865083662
396,1339235.235487019
397,1359951.5532011953
398,1356014.4039610925
399,1364842.3923741784
400,1362569.1982332768
401,1364968.7211401716
402,1371768.8543082776
403,1361414.1681902853
404,1330698.3189356294
405,1331563.599980332
406,1322619.9117869916
407,1323322.550888459
408,1337958.6955699793
409,1341227.8717817273
410,1319970.857710158
411,1320799.002504708
412,1317444.086431004
413,1298704.5787772432
414,1305255.0767806403
415,1294093.4827007928
416,1298719.4736197724
417,1278553.3167463841
418,1278413.2532284036
419,1303341.2292219705
420,1306872.1313808025
421,1332713.0573674454
422,1321943.6151767222
423,1328686.33411863
424,1334249.438608033
425,1341975.7242141785
426,1357419.7221576371
427,1353949.6685302416
428,1358161.861017643
429,1360385.2642326988
430,1355218.6472128453
431,1368956.0310074368
432,1371645.4094931572
433,1364520.5799087589
434,1351082.2160985821
435,1368955.2159595075
436,1360231.217797753
437,1361029.2301902643
438,1354115.37267244
439,1349365.1871390312
440,1358252.1850673642
441,1343412.5376500192
442,1362855.116726462
443,1364682.9656043784
444,1366106.336974589
445,1375326.8695344317
446,1374662.3070071188
447,1384420.6698370427
448,1385412.760194632
449,1384248.8502469508
450,1381747.7501825585
451,1392083.4535745014
452,1390586.364945375
453,1410103.4314105574
454,1415331.2837667621
455,1411726.0664879575
456,1415010.9762251156
457,1416624.3465042557
458,1413283.3960265224
459,1427157.8275517812
460,1417695.6772911134
461,1423954.7790667026
462,1432807.700056054
463,1433847.5159578766
464,1456198.8383147113
465,1466293.0831969897
466,1460329.6895500342
467,1449415.0437086357
468,1449636.9225128521
469,1453744.4371438278
470,1444154.7464868417
471,1443204.3709897583
472,1422687.6632775657
473,1425441.1712365977
474,1441959.1135851732
475,1445123.9183262314
476,1432259.0633069673
477,1412376.8646233906
478,1426924.4068987623
479,1413331.28250631
480,1415754.3891974986
481,1401929.9945968215
482,1425343.139574019
483,1441023.4126992766
484,1440983.6083305995
485,1438297.8819178455
486,1435917.7484942882
487,1448238.644518601
488,1446495.0552413051
489,1454613.3095662943
490,1453083.7900315062
491,1451871.515091254
492,1442230.2063776841
493,1440301.8581818165
494,1438349.1482203642
495,1439225.6888158864
496,1442492.9874203554
497,1444558.2720097702
498,1440768.9622089735
499,1441946.106623198
500,1441370.002429358
501,1439628.9277459588
502,1437587.3725692334
503,1439965.5907005847
504,1456631.2614704575
505,1458883.132375218
506,1462604.485157067
507,1458672.9526295343
508,1453017.4202204957
509,1447228.3304721226
510,1451509.8748584527
511,1461814.2053447596
512,1453368.1394036545
513,1465031.4622204558
514,1463598.0298787653
515,1443602.2140709367
516,1442741.0035451378
517,1442946.031999909
518,1446160.21664827
519,1434735.0803128784
520,1429263.9860361353
521,1434381.5095656456
522,1416404.81034661
523,1418267.3974954956
524,1430610.0628797975
525,1429870.9705259386
526,1428902.4298004499
527,1431909.1022778954
528,1438791.7464012972
529,1450223.8200054804
530,1442459.4201054827
531,1446386.8493816152
532,1450093.4754025044
533,1448788.695633599
534,1444841.9276166598
535,1451747.2378773561
536,1450253.5219105305
537,1455120.4015183987
538,1433079.8696652
539,1422649.9143205322
540,1421194.2701514212
541,1426517.7531226699
542,1430491.6260935368
543,1417494.5808713976
544,1421184.0395401062
545,1443021.1542280642
546,1428814.8405140077
547,1415908.1143297257
548,1424073.8019852033
549,1429460.591360785
550,1414224.9902796808
551,1415510.6722004097
552,1402146.167079512
553,1384611.5951731172
554,1357555.8664388242
555,1369212.3707862345
556,1384017.834238812
557,1395399.0341454379
558,1395197.2620564331
559,1396025.8488071503
560,1404209.0396873541
561,1398756.5707896675
562,1394460.979340121
563,1403934.233543288
564,1415238.775917403
565,1408030.1696945347
566,1410896.2930689876
567,1409821.3262607541
568,1408278.0178362909
569,1419595.6305884612
570,1418598.4229526296
571,1415999.6896835866
572,1420261.8790184658
573,1417917.9001248134
574,1415956.1585911624
575,1408730.1828039805
576,1417103.0567553968
577,1404668.3321701016
578,1408738.807476775
579,1436684.2574412504
580,1442465.5152742066
581,1445578.8801323
582,1458516.336984431
583,1468918.7058640637
584,1470687.0855117193
