account_value,datadate,daily_return,Date
1000000.0,20160104,,2016-01-04
999929.1062482152,20160105,-7.089375178481738e-05,2016-01-05
998110.3415404924,20160106,-0.0018188936559181412,2016-01-06
993655.1119010799,20160107,-0.004463664440683246,2016-01-07
991081.3618869436,20160108,-0.0025901844445928024,2016-01-08
992644.4472876292,20160111,0.0015771514436611067,2016-01-11
994865.3319425443,20160112,0.002237341538537274,2016-01-12
986251.6385147229,20160113,-0.008658150154858157,2016-01-13
993128.296584321,20160114,0.006972518778223913,2016-01-14
981648.262688156,20160115,-0.011559467125897394,2016-01-15
982140.0766806826,20160119,0.0005010083664589438,2016-01-19
972858.4318318557,20160120,-0.009450428782211917,2016-01-20
973271.8925578308,20160121,0.0004249957778508229,2016-01-21
981310.7715766586,20160122,0.008259643662061444,2016-01-22
970749.8564277613,20160125,-0.010762049551264252,2016-01-25
982007.163032389,20160126,0.011596506072175217,2016-01-26
964046.7131898978,20160127,-0.018289530380847907,2016-01-27
967901.6500600162,20160128,0.003998703400339254,2016-01-28
989582.6738268128,20160129,0.02240002769439675,2016-01-29
986929.7467274232,20160201,-0.0026808544344562035,2016-02-01
968131.0724550184,20160202,-0.019047631642211238,2016-02-02
978438.6856407245,20160203,0.010646919078392658,2016-02-03
982324.2117518552,20160204,0.003971149309766275,2016-02-04
970268.1427360892,20160205,-0.012273004036279955,2016-02-05
954278.9105045552,20160208,-0.016479189130589655,2016-02-08
953866.59481226,20160209,-0.00043207042276272034,2016-02-09
951288.5092128093,20160210,-0.0027027737562800302,2016-02-10
929413.8668747034,20160211,-0.02299475093650305,2016-02-11
947432.2538148172,20160212,0.019386828174517534,2016-02-12
962557.037720512,20160216,0.015963974041199425,2016-02-16
976046.4429495364,20160217,0.0140141359944439,2016-02-17
967511.8659177622,20160218,-0.008744027595637083,2016-02-18
963568.4394059762,20160219,-0.004075843047201544,2016-02-19
975177.6156672788,20160222,0.012048107624259119,2016-02-22
960999.62960925,20160223,-0.01453887561634326,2016-02-23
963810.0196383515,20160224,0.0029244444456697494,2016-02-24
975636.0130622124,20160225,0.012270046153181058,2016-02-25
977244.5838240612,20160226,0.0016487406576968233,2016-02-26
971669.9761867368,20160229,-0.005704413950815002,2016-02-29
998051.5885323264,20160301,0.027150795014911022,2016-03-01
999737.0751812605,20160302,0.0016887770815661174,2016-03-02
1002314.4379543788,20160303,0.0025780406039768167,2016-03-03
1009069.1192419172,20160304,0.006739084095529924,2016-03-04
1009876.0270734443,20160307,0.0007996556590033066,2016-03-07
996340.3286179613,20160308,-0.013403326836768925,2016-03-08
993905.7989530369,20160309,-0.0024434719693634532,2016-03-09
995546.7111229815,20160310,0.001650973534587541,2016-03-10
1008560.8447196016,20160311,0.013072348540974055,2016-03-11
1009036.152750773,20160314,0.0004712735316465544,2016-03-14
1010520.6348114671,20160315,0.0014711881795783643,2016-03-15
1012715.203156965,20160316,0.002171720467546212,2016-03-16
1023647.3990981727,20160317,0.010794936135182454,2016-03-17
1036303.8660669012,20160318,0.01236408843502046,2016-03-18
1037110.2793236279,20160321,0.0007781629337997309,2016-03-21
1034299.307526497,20160322,-0.0027103885220037816,2016-03-22
1028779.9943191208,20160323,-0.0053362824157502375,2016-03-23
1027420.318448302,20160324,-0.0013216391048881393,2016-03-24
1027035.2333161678,20160328,-0.00037480778335763354,2016-03-28
1036245.9949668028,20160329,0.008968301526418365,2016-03-29
1041462.2613680068,20160330,0.005033810916076131,2016-03-30
1036161.4115846744,20160331,-0.0050898145616621315,2016-03-31
1043914.2281668069,20160401,0.007482247934977204,2016-04-01
1041968.4203497207,20160404,-0.0018639537277914675,2016-04-04
1041968.4203497207,20160405,0.0,2016-04-05
1042715.7148027072,20160406,0.0007171949153081947,2016-04-06
1026123.5254743057,20160407,-0.01591247651958605,2016-04-07
1029327.4334483652,20160408,0.0031223414087291346,2016-04-08
1032150.2793885476,20160411,0.00274241786282281,2016-04-11
1043673.8938171793,20160412,0.011164667257037575,2016-04-12
1060404.841802605,20160413,0.0160308196693828,2016-04-13
1063142.4478626929,20160414,0.002581661222363252,2016-04-14
1056652.8489399084,20160415,-0.006104166883592055,2016-04-15
1060323.712163415,20160418,0.003474048479772174,2016-04-18
1067585.71118064,20160419,0.006848850906491455,2016-04-19
1073159.593884363,20160420,0.005221016584756377,2016-04-20
1064157.4980736857,20160421,-0.008388403609284056,2016-04-21
1067032.397703307,20160422,0.0027015734370385847,2016-04-22
1060619.5183745034,20160425,-0.006010013700246342,2016-04-25
1061784.3090383878,20160426,0.0010982172623690278,2016-04-26
1062301.35746658,20160427,0.0004869618281142518,2016-04-27
1048557.8751936912,20160428,-0.012937460896844666,2016-04-28
1046666.397541016,20160429,-0.0018038848378548744,2016-04-29
1053038.0182891958,20160502,0.006087537311935343,2016-05-02
1042261.7633861231,20160503,-0.010233490829305691,2016-05-03
1031581.520492938,20160504,-0.010247179037334075,2016-05-04
1028967.7114765012,20160505,-0.0025337881345410818,2016-05-05
1031715.4063942834,20160506,0.002670341243107943,2016-05-06
1027008.195106257,20160509,-0.004562509446745189,2016-05-09
1043702.690972252,20160510,0.016255465093214516,2016-05-10
1033018.3917803564,20160511,-0.010236918314297738,2016-05-11
1030527.4888264459,20160512,-0.002411286162696036,2016-05-12
1018173.1900278841,20160513,-0.011988325330972716,2016-05-13
1027809.6027221738,20160516,0.009464414098377283,2016-05-16
1018751.7838124237,20160517,-0.008812740108440575,2016-05-17
1024112.2620041723,20160518,0.005261809870593215,2016-05-18
1011729.7925453769,20160519,-0.012090929791781835,2016-05-19
